70 5 [30, 30, 30, 30, 30]
{229.4455, 178.7063, 77.7237, 176.1119, 245.5924, 373.4133, 118.8007, 196.2051, 281.6747, 206.5699, 197.0958, 186.6389, 89.0373, 370.6583, 306.4166, 131.3952, 235.1190, 320.5704, 507.8051, 122.2666, 186.4800, 146.9569, 392.4369, 81.2734, 320.3233, 288.0973, 0.0000, 160.7856, 117.1242, 407.9683, 265.9826, 440.0817, 157.5657, 288.8978, 218.6029, 339.8699, 381.4433, 147.9672, 406.9686, 478.7442, 264.8171, 446.1634, 225.9100, 420.6362, 452.4195, 262.9115, 454.7096, 302.3404, 53.1299, 187.9631, 149.1733, 199.3156, 214.9001, 264.7141, 216.2329, 123.6911, 283.2256, 169.7599, 230.7389, 234.8779, 254.4401, 201.3279, 182.8371, 350.7226, 265.6789, 130.8412, 313.5584, 280.1910, 288.5032, 454.0768, 429.7397}
{90.7697, 167.7217, 84.3209, 122.4557, 226.8602, 280.3624, 128.5234, 274.0450, 136.0487, 245.9681, 106.4222, 189.7136, 81.1020, 238.1473, 146.1725, 37.8444, 75.9067, 190.8597, 352.2821, 123.2822, 136.7984, 166.3677, 231.6514, 158.1813, 285.5646, 151.1527, 160.7856, 0.0000, 65.1215, 247.5492, 106.0249, 281.0123, 176.5896, 148.4084, 58.4823, 180.7593, 230.3387, 222.6900, 246.6172, 318.7888, 119.0446, 285.7721, 65.4774, 259.8908, 340.3908, 188.0559, 297.5314, 207.8936, 148.3217, 65.5344, 205.9067, 75.4453, 128.6027, 103.9434, 262.3356, 45.8684, 234.3070, 161.2580, 133.6370, 291.3605, 95.5266, 83.7919, 108.7815, 202.6034, 104.9578, 61.4053, 164.3599, 203.8332, 171.1711, 301.4712, 364.8500}
{155.0645, 113.8501, 60.3541, 160.4662, 261.2142, 338.9712, 139.3733, 274.3318, 164.9061, 259.9142, 86.4014, 213.2812, 72.8991, 254.5912, 204.4424, 27.4941, 137.8633, 255.2179, 413.7904, 136.7715, 175.1614, 180.6719, 285.4317, 146.8608, 327.7544, 171.0446, 117.1242, 65.1215, 0.0000, 298.1554, 157.3532, 339.8622, 192.4362, 171.7756, 119.8210, 228.1845, 294.2365, 221.0810, 296.9448, 367.2371, 184.1650, 341.9466, 120.3849, 314.3901, 403.3031, 164.2337, 358.2002, 265.4116, 89.4926, 70.8520, 209.9907, 82.2067, 179.9366, 159.5146, 274.6184, 20.5916, 279.2731, 105.9229, 120.5742, 300.9569, 144.4713, 142.1617, 153.2724, 267.2437, 162.2310, 13.8931, 197.0787, 256.1558, 233.2089, 364.5424, 417.6119}
{209.9189, 341.5589, 331.8359, 310.5512, 385.0788, 311.9425, 353.7829, 490.3778, 150.4424, 444.4941, 255.9054, 382.0927, 326.5450, 163.6348, 108.6393, 277.7767, 177.5886, 204.3555, 156.4051, 347.1222, 317.3829, 379.0311, 25.9112, 396.9172, 402.9990, 164.0821, 407.9683, 247.5492, 298.1554, 0.0000, 142.0351, 78.4895, 384.8442, 156.4711, 191.6807, 70.8470, 128.5398, 446.4832, 2.1264, 72.0321, 180.0849, 60.0374, 182.1311, 31.6979, 304.1526, 276.6301, 106.8790, 280.4300, 387.6196, 234.3091, 424.9494, 226.6621, 278.3811, 143.9835, 461.3615, 285.9847, 356.4399, 341.2111, 242.7635, 491.4009, 154.0815, 244.9450, 290.2976, 143.8327, 144.1626, 286.6894, 122.3953, 307.2581, 231.9910, 141.2468, 412.5895}
{98.9250, 220.2668, 190.3058, 191.4881, 285.0856, 275.4269, 222.1267, 365.4683, 64.8443, 327.3299, 133.6661, 265.6990, 186.3100, 163.1545, 53.0913, 135.8850, 47.2240, 161.8455, 262.2035, 215.8324, 202.1442, 253.4619, 128.0922, 260.2404, 324.9665, 90.1183, 265.9826, 106.0249, 157.3532, 142.0351, 0.0000, 184.7102, 261.4082, 82.1121, 54.3953, 74.9142, 156.1513, 317.3533, 141.0036, 212.8689, 91.2054, 184.8562, 40.6697, 157.0381, 309.1767, 187.4085, 205.5874, 215.8320, 246.7515, 100.0130, 297.6799, 95.8776, 172.2386, 14.7581, 344.3682, 144.1605, 272.8650, 217.5512, 135.8935, 374.5405, 13.8067, 126.5226, 171.8018, 138.8241, 21.7266, 146.7453, 76.2832, 228.8881, 165.1288, 218.7625, 373.8000}
{219.4192, 400.8291, 362.3663, 314.1868, 370.2070, 266.4336, 366.6568, 491.5226, 213.8597, 439.9193, 313.5495, 379.4066, 353.2780, 241.8795, 135.4686, 315.9407, 205.3182, 176.4317, 81.5305, 359.8836, 317.5632, 384.5143, 68.1695, 414.8273, 373.5496, 232.0340, 440.0817, 281.0123, 339.8622, 78.4895, 184.7102, 0.0000, 388.0784, 223.5416, 222.5318, 131.7755, 85.1892, 453.2499, 80.5906, 99.2734, 184.0473, 27.5295, 219.4772, 46.8351, 241.0578, 346.1866, 28.3904, 252.4473, 428.2022, 284.3620, 430.3934, 279.0579, 275.4519, 180.4905, 456.0844, 324.3984, 332.8474, 399.1992, 306.2649, 485.1148, 198.4179, 254.1593, 295.0514, 114.2360, 177.6454, 330.2925, 190.9572, 284.3447, 211.9638, 65.0474, 362.5466}
{174.9268, 300.1735, 136.3592, 74.5898, 88.8140, 237.5267, 53.0860, 105.5546, 308.6283, 69.4802, 272.8878, 29.4987, 120.0682, 412.8156, 276.7308, 180.6165, 215.1407, 226.0703, 437.4106, 55.9661, 70.7508, 11.9879, 362.4034, 77.2363, 163.6955, 326.4196, 157.5657, 176.5896, 192.4362, 384.8442, 261.4082, 388.0784, 0.0000, 322.7093, 207.7400, 331.2479, 310.4577, 66.4045, 384.6466, 455.7466, 206.6872, 403.2469, 225.4531, 385.5105, 324.4767, 354.5482, 393.3791, 176.9865, 198.3893, 239.1321, 42.9603, 250.2646, 113.2916, 251.9180, 85.7462, 179.5969, 132.6602, 291.3058, 304.7666, 114.9985, 256.3755, 140.0340, 94.6552, 277.8974, 248.6551, 202.4598, 333.0325, 145.6674, 187.4988, 379.4481, 277.0724}
{177.0691, 187.2284, 222.8348, 259.3065, 358.9229, 357.2930, 276.6609, 422.3141, 17.2819, 391.3382, 105.7286, 332.0386, 225.7456, 90.1132, 121.2427, 161.5697, 123.1765, 242.8157, 305.0594, 271.1829, 271.7631, 313.1794, 156.0796, 304.8337, 404.0708, 9.1239, 288.8978, 148.4084, 171.7756, 156.4711, 82.1121, 223.5416, 322.7093, 0.0000, 121.3678, 91.8099, 221.8096, 371.0980, 154.6174, 214.0212, 173.2675, 213.6092, 101.6818, 183.1245, 386.8141, 122.7767, 249.5497, 297.7003, 255.6208, 100.9405, 354.0820, 89.6543, 247.5534, 96.8668, 408.0760, 167.8714, 351.6161, 187.9120, 86.9031, 437.6747, 77.3908, 199.1562, 241.1285, 211.7259, 103.7805, 158.1165, 34.1619, 309.2903, 247.2130, 272.6483, 455.9104}
{59.8196, 206.3593, 141.2940, 139.6604, 237.5932, 253.3731, 167.7316, 311.3230, 105.2565, 274.5141, 127.7799, 213.5307, 134.9150, 209.5533, 87.8498, 94.2378, 18.0554, 149.6948, 294.4183, 161.4400, 151.3457, 199.4915, 174.3935, 206.6304, 284.3167, 127.2016, 218.6029, 58.4823, 119.8210, 191.6807, 54.3953, 222.5318, 207.7400, 121.3678, 0.0000, 128.1354, 174.8197, 262.9732, 190.9057, 263.5043, 72.8265, 227.5784, 19.7408, 202.2292, 301.7105, 199.4422, 239.3238, 186.0728, 206.2689, 84.6243, 243.4175, 87.3974, 126.3937, 48.0015, 291.4984, 102.6611, 231.7485, 201.5845, 143.3124, 321.5630, 48.7095, 77.7888, 120.6803, 149.2152, 47.5965, 112.4396, 126.0072, 192.0202, 140.1601, 244.7252, 346.4539}
{159.5591, 272.3798, 264.9019, 258.7646, 344.3919, 301.8980, 294.9945, 436.3413, 82.4945, 394.8876, 185.9628, 332.5063, 261.2221, 130.8132, 61.9391, 208.8488, 116.9420, 186.2958, 213.2712, 288.5398, 267.7438, 324.1355, 64.9130, 334.7235, 373.9425, 100.4066, 339.8699, 180.7593, 228.1845, 70.8470, 74.9142, 131.7755, 331.2479, 91.8099, 128.1354, 0.0000, 139.7397, 389.6461, 69.4211, 139.1623, 137.5074, 123.3932, 115.5724, 93.1174, 314.6302, 214.5564, 157.7833, 255.4269, 317.5136, 163.4851, 369.2237, 155.8332, 232.7305, 80.5368, 411.9420, 216.9052, 323.8315, 271.6058, 175.3279, 442.1989, 85.5026, 192.3015, 238.5280, 138.6604, 82.8591, 216.4179, 60.1057, 276.2274, 203.7586, 182.3715, 403.5256}
{152.5227, 374.7792, 304.6416, 238.3144, 286.2073, 185.6828, 295.0356, 411.8184, 207.3598, 358.3970, 289.2660, 299.1944, 292.5496, 269.6454, 103.9816, 267.8163, 156.8076, 91.6696, 128.6509, 288.3616, 239.7412, 308.1170, 104.0982, 345.5049, 288.5251, 230.9334, 381.4433, 230.3387, 294.2365, 128.5398, 156.1513, 85.1892, 310.4577, 221.8096, 174.8197, 139.7397, 0.0000, 376.5456, 129.9419, 177.9701, 116.7083, 108.5278, 179.0364, 107.3091, 177.9279, 340.3677, 83.5717, 167.2668, 378.0406, 251.9701, 353.2921, 250.0738, 197.1748, 145.8659, 374.2080, 276.0655, 247.7487, 371.3150, 291.4252, 402.7461, 169.1745, 184.4066, 220.4300, 32.6742, 140.3330, 287.2583, 196.0894, 199.4352, 128.4094, 72.7246, 285.0410}
{237.3288, 316.4691, 160.7514, 139.0639, 134.9443, 296.6706, 95.4404, 53.2509, 358.4561, 64.9122, 306.7214, 85.4776, 150.2540, 460.7111, 337.8846, 216.7900, 272.7098, 292.4552, 503.7400, 101.5743, 136.8434, 68.7364, 424.8406, 75.6620, 204.5608, 373.6736, 147.9672, 222.6900, 221.0810, 446.4832, 317.3533, 453.2499, 66.4045, 371.0980, 262.9732, 389.6461, 376.5456, 0.0000, 446.1590, 517.9627, 270.5468, 467.6288, 279.1045, 448.8524, 385.1390, 385.0669, 459.2480, 240.8366, 198.5384, 279.3525, 23.4851, 291.1362, 179.4072, 309.3102, 70.2742, 213.4300, 186.1474, 307.3386, 340.3724, 86.9419, 310.6985, 201.9630, 158.3900, 343.9360, 306.8052, 233.3807, 385.3350, 207.9371, 253.8516, 445.8062, 322.5891}
{209.7316, 339.8441, 330.9180, 310.3958, 385.3716, 313.0930, 353.3405, 490.1892, 148.7098, 444.4787, 254.2670, 382.0578, 325.7366, 161.5123, 108.2804, 276.6813, 176.9372, 205.1822, 158.5276, 346.6873, 317.3160, 378.7755, 26.8310, 396.3117, 403.6735, 162.1962, 406.9686, 246.6172, 296.9448, 2.1264, 141.0036, 80.5906, 384.6466, 154.6174, 190.9057, 69.4211, 129.9419, 446.1590, 0.0000, 72.6666, 180.1213, 62.1430, 181.1766, 33.8110, 305.7653, 274.6624, 108.9808, 281.1516, 386.3962, 232.9047, 424.6707, 225.1950, 278.4373, 143.1479, 461.3581, 284.8759, 356.9840, 339.5306, 240.9662, 491.4133, 152.9650, 244.7084, 290.1306, 144.8661, 143.4237, 285.4325, 120.5244, 307.8212, 232.5664, 143.2674, 413.8124}
{280.9251, 401.2411, 403.1089, 381.2674, 451.6963, 363.1711, 425.6403, 561.1816, 211.7603, 514.1182, 318.1848, 451.9277, 398.2578, 193.1507, 180.4107, 347.9470, 249.6005, 264.1543, 148.0974, 418.9636, 387.5243, 450.2334, 93.3599, 468.9491, 463.9062, 220.2336, 478.7442, 318.7888, 367.2371, 72.0321, 212.8689, 99.2734, 455.7466, 214.0212, 263.5043, 139.1623, 177.9701, 517.9627, 72.6666, 0.0000, 249.8056, 71.9568, 253.3115, 73.5344, 340.1371, 326.5858, 120.5798, 341.2248, 456.4356, 301.1445, 496.2419, 292.5573, 347.6471, 215.6600, 530.8741, 356.0364, 419.7064, 401.8700, 300.6774, 560.7558, 224.3324, 316.1437, 361.0990, 201.1490, 216.0673, 355.2840, 180.4755, 370.4714, 295.5502, 160.4765, 460.8540}
{36.0852, 278.6590, 188.3481, 132.1073, 207.5828, 185.4821, 182.6144, 311.7742, 155.9867, 264.4751, 200.3959, 202.1654, 175.8665, 251.8373, 76.2366, 156.8333, 58.4908, 77.0038, 244.2890, 175.8426, 137.7379, 202.0205, 156.5377, 231.3198, 237.8398, 181.1018, 264.8171, 119.0446, 184.1650, 180.0849, 91.2054, 184.0473, 206.6872, 173.2675, 72.8265, 137.5074, 116.7083, 270.5468, 180.1213, 249.8056, 0.0000, 197.1315, 86.4628, 178.8498, 228.9678, 268.9871, 193.7105, 124.7690, 263.7829, 157.4501, 248.1278, 159.8279, 98.3292, 76.4922, 281.3106, 164.6481, 186.8794, 273.5632, 213.6510, 311.3241, 97.1901, 70.1272, 112.2644, 86.0553, 69.7205, 179.4771, 164.4909, 140.3855, 73.9502, 189.4206, 282.7781}
{231.4128, 395.5768, 368.6965, 328.8505, 390.1381, 292.2610, 378.8480, 507.6267, 205.7342, 457.4459, 308.7861, 396.2018, 360.8825, 222.7717, 139.7469, 319.2356, 211.1764, 198.0956, 96.6915, 372.0754, 333.2406, 399.0149, 58.7449, 425.6421, 396.7928, 221.6628, 446.1634, 285.7721, 341.9466, 60.0374, 184.8562, 27.5295, 403.2469, 213.6092, 227.5784, 123.3932, 108.5278, 467.6288, 62.1430, 71.9568, 197.1315, 0.0000, 222.1666, 30.4849, 268.5750, 335.1898, 52.4706, 274.8489, 431.0850, 282.7683, 445.0842, 276.4412, 291.7039, 182.8009, 473.8465, 327.6517, 354.6865, 394.5626, 298.6049, 503.2210, 198.1854, 266.6639, 309.2541, 135.0121, 180.9642, 331.5858, 179.9898, 305.7910, 232.1338, 91.4790, 389.1929}
{78.4579, 197.1403, 149.7981, 158.6340, 257.2447, 270.0207, 183.6708, 328.2395, 85.7006, 292.8167, 115.0113, 232.2328, 145.6515, 190.1821, 84.0845, 97.0728, 27.9845, 163.2826, 294.1145, 177.5613, 170.6008, 216.8404, 166.8505, 220.1213, 303.9095, 107.4624, 225.9100, 65.4774, 120.3849, 182.1311, 40.6697, 219.4772, 225.4531, 101.6818, 19.7408, 115.5724, 179.0364, 279.1045, 181.1766, 253.3115, 86.4628, 222.1666, 0.0000, 195.4155, 314.9400, 182.9115, 238.1623, 204.0415, 209.0398, 73.9246, 260.1119, 74.3582, 146.1328, 39.3657, 309.7533, 105.4852, 251.3450, 193.0720, 127.2693, 339.7266, 31.6799, 97.4969, 139.9235, 155.9418, 41.8666, 111.1129, 107.6193, 211.1389, 156.8656, 246.7641, 364.3381}
{211.5851, 365.4554, 343.5134, 310.9208, 378.4420, 292.9247, 358.2320, 490.6103, 175.3374, 442.2550, 278.8249, 380.3413, 336.5984, 195.2917, 115.0773, 292.3725, 186.5231, 190.8827, 125.3241, 351.4867, 316.3943, 380.5849, 29.1647, 403.6557, 390.6634, 191.1872, 420.6362, 259.8908, 314.3901, 31.6979, 157.0381, 46.8351, 385.5105, 183.1245, 202.2292, 93.1174, 107.3091, 448.8524, 33.8110, 73.5344, 178.8498, 30.4849, 195.4155, 0.0000, 278.4931, 304.7805, 75.2136, 267.9078, 403.7565, 253.7755, 426.6966, 247.1115, 275.7955, 156.1653, 458.9007, 300.7402, 346.1852, 364.5621, 268.1996, 488.6323, 170.0888, 246.9831, 290.9592, 128.1279, 154.9573, 303.6744, 149.5263, 296.9444, 222.0202, 110.3861, 392.2483}
{249.9778, 506.0480, 387.4942, 277.1329, 255.3110, 89.2973, 338.4747, 399.2039, 370.5136, 339.6632, 429.3620, 300.0352, 369.8781, 445.4407, 265.9606, 376.1134, 287.1596, 152.0163, 221.0351, 333.4340, 268.7661, 328.7903, 281.0226, 389.1130, 210.8157, 395.7011, 452.4195, 340.3908, 403.3031, 304.1526, 309.1767, 241.0578, 324.4767, 386.8141, 301.7105, 314.6302, 177.9279, 385.1390, 305.7653, 340.1371, 228.9678, 268.5750, 314.9400, 278.4931, 0.0000, 495.4065, 220.8756, 150.8860, 468.9732, 386.2917, 363.0409, 388.7730, 237.6426, 295.3517, 350.4322, 382.7533, 202.3414, 500.3765, 441.2314, 371.2309, 319.2421, 262.3408, 269.7317, 176.7387, 288.4253, 401.6583, 366.3835, 178.9431, 170.2499, 181.9089, 139.4166}
{258.6425, 98.9410, 224.3811, 309.9666, 414.3589, 452.7376, 301.9559, 438.2998, 134.3752, 423.0921, 82.4596, 372.7150, 236.7469, 147.2820, 236.7760, 174.1256, 210.7970, 345.0953, 427.7171, 298.5879, 324.5093, 343.0713, 278.4398, 310.1739, 473.2677, 114.1644, 262.9115, 188.0559, 164.2337, 276.6301, 187.4085, 346.1866, 354.5482, 122.7767, 199.4422, 214.5564, 340.3677, 385.0669, 274.6624, 326.5858, 268.9871, 335.1898, 182.9115, 304.7805, 495.4065, 0.0000, 372.3228, 385.0118, 214.5055, 123.2121, 374.1988, 115.4207, 314.7634, 200.5424, 438.2022, 174.9877, 421.5611, 104.9802, 56.3591, 464.9951, 176.4131, 266.7781, 296.8346, 325.9407, 207.3360, 152.7260, 155.4112, 387.4556, 339.5087, 394.8622, 545.2433}
{229.7074, 423.9596, 377.0649, 320.5204, 369.0805, 254.2139, 375.5176, 495.2725, 239.1277, 441.9651, 336.6332, 382.6808, 366.8533, 270.2307, 154.3128, 333.4437, 221.6376, 174.3814, 56.7444, 368.7787, 322.6286, 390.6415, 95.5558, 424.9507, 366.7315, 258.1884, 454.7096, 297.5314, 358.2002, 106.8790, 205.5874, 28.3904, 393.3791, 249.5497, 239.3238, 157.7833, 83.5717, 459.2480, 108.9808, 120.5798, 193.7105, 52.4706, 238.1623, 75.2136, 220.8756, 372.3228, 0.0000, 247.9943, 445.5904, 305.5989, 436.0990, 300.9821, 280.1189, 199.9237, 457.7532, 341.8908, 328.8056, 421.9658, 330.9490, 486.2179, 219.3899, 263.4853, 302.0756, 115.6803, 196.3779, 349.2747, 217.5057, 281.3040, 211.7997, 39.8991, 347.2777}
{126.4219, 375.3152, 240.8600, 126.4664, 124.7989, 73.7993, 187.5890, 263.7002, 280.4265, 205.5041, 308.9991, 155.6162, 222.4740, 376.0513, 193.9706, 239.5797, 177.4157, 77.0787, 280.5174, 182.5680, 117.8919, 179.9600, 254.5846, 238.3960, 122.8005, 305.3150, 302.3404, 207.8936, 265.4116, 280.4300, 215.8320, 252.4473, 176.9865, 297.7003, 186.0728, 255.4269, 167.2668, 240.8366, 281.1516, 341.2248, 124.7690, 274.8489, 204.0415, 267.9078, 150.8860, 385.0118, 247.9943, 0.0000, 322.2406, 264.8932, 217.8196, 270.5741, 89.0763, 201.1767, 219.3793, 244.9954, 80.8117, 368.5016, 328.6770, 245.3488, 220.8038, 124.2945, 120.7406, 140.2429, 194.4652, 266.4913, 288.9081, 35.2731, 51.8981, 223.4004, 160.3813}
{230.7618, 126.3229, 81.5428, 200.0763, 283.2612, 395.4021, 151.9318, 248.2301, 250.9566, 253.9989, 156.1457, 226.0694, 99.7800, 331.9519, 292.7613, 112.2704, 224.0306, 328.2018, 500.5663, 153.4359, 212.6765, 186.8759, 374.8437, 126.8430, 356.7450, 253.4629, 53.1299, 148.3217, 89.4926, 387.6196, 246.7515, 428.2022, 198.3893, 255.6208, 206.2689, 317.5136, 378.0406, 198.5384, 386.3962, 456.4356, 263.7829, 431.0850, 209.0398, 403.7565, 468.9732, 214.5055, 445.5904, 322.2406, 0.0000, 156.8280, 197.0434, 166.9443, 233.1651, 248.3654, 264.9704, 103.8116, 315.1997, 117.5117, 188.1791, 285.3668, 233.9472, 208.6842, 201.7113, 349.2612, 250.6825, 101.1545, 283.5373, 304.7451, 300.2592, 449.6152, 460.7865}
{139.9139, 123.2445, 124.0290, 187.9897, 292.3901, 334.9897, 188.5772, 331.9916, 94.4264, 308.5857, 44.1484, 254.1743, 129.8398, 185.4394, 152.2685, 63.2659, 100.2200, 234.2800, 362.2131, 184.1150, 202.3200, 228.3238, 224.6154, 208.9315, 350.0738, 100.4867, 187.9631, 65.5344, 70.8520, 234.3091, 100.0130, 284.3620, 239.1321, 100.9405, 84.6243, 163.4851, 251.9701, 279.3525, 232.9047, 301.1445, 157.4501, 282.7683, 73.9246, 253.7755, 386.2917, 123.2121, 305.5989, 264.8932, 156.8280, 0.0000, 264.8023, 11.9707, 191.6312, 107.0599, 324.5738, 68.3737, 298.3527, 119.3926, 68.1425, 352.9268, 86.2091, 144.0620, 173.9886, 229.7870, 111.9426, 57.2787, 126.8706, 265.0476, 222.4453, 317.7724, 424.3323}
{215.3732, 310.2553, 150.2481, 116.2770, 115.6986, 274.9136, 77.4226, 68.2992, 340.9262, 57.3974, 294.4415, 63.0100, 137.6492, 444.0047, 316.4600, 203.1726, 252.4105, 268.9788, 480.3586, 82.9967, 113.5522, 46.1161, 403.0091, 70.4051, 187.6291, 357.0491, 149.1733, 205.9067, 209.9907, 424.9494, 297.6799, 430.3934, 42.9603, 354.0820, 243.4175, 369.2237, 353.2921, 23.4851, 424.6707, 496.2419, 248.1278, 445.0842, 260.1119, 426.6966, 363.0409, 374.1988, 436.0990, 217.8196, 197.0434, 264.8023, 0.0000, 276.4209, 156.1213, 289.1364, 68.0598, 200.5487, 165.5744, 301.1694, 327.6209, 91.4426, 291.5570, 180.0988, 135.8678, 320.7038, 286.3723, 221.6392, 367.0074, 185.2531, 230.3689, 422.4043, 304.8475}
{144.7356, 124.7729, 135.9899, 197.7049, 301.9706, 339.7996, 200.0132, 343.7152, 84.0130, 319.7399, 40.6734, 264.8045, 141.7530, 173.5206, 148.7809, 75.2244, 101.7209, 236.8300, 357.6932, 195.4539, 211.8962, 239.5509, 217.9992, 220.8775, 358.4780, 88.8699, 199.3156, 75.4453, 82.2067, 226.6621, 95.8776, 279.0579, 250.2646, 89.6543, 87.3974, 155.8332, 250.0738, 291.1362, 225.1950, 292.5573, 159.8279, 276.4412, 74.3582, 247.1115, 388.7730, 115.4207, 300.9821, 270.5741, 166.9443, 11.9707, 276.4209, 0.0000, 199.5536, 104.3390, 335.8052, 80.3300, 306.5269, 121.7381, 59.4329, 364.2783, 82.1453, 151.3682, 183.1298, 229.1073, 109.7424, 68.4848, 116.6102, 272.0622, 226.8467, 314.5346, 430.4719}
{73.9617, 292.3873, 151.7995, 43.4136, 112.9026, 162.4668, 105.3879, 216.1059, 231.1090, 166.4999, 234.4496, 104.6041, 133.4044, 334.3983, 173.3212, 155.5860, 125.7258, 115.1425, 324.4562, 99.4245, 42.5695, 111.2279, 254.5849, 157.6404, 159.3656, 253.5746, 214.9001, 128.6027, 179.9366, 278.3811, 172.2386, 275.4519, 113.2916, 247.5534, 126.3937, 232.7305, 197.1748, 179.4072, 278.4373, 347.6471, 98.3292, 291.7039, 146.1328, 275.7955, 237.6426, 314.7634, 280.1189, 89.0763, 233.1651, 191.6312, 156.1213, 199.5536, 0.0000, 159.5970, 183.2277, 160.0115, 107.0884, 285.0161, 258.9864, 213.1349, 171.8677, 49.2191, 32.0902, 164.6058, 154.5053, 182.7536, 248.4009, 76.2950, 77.9303, 266.6339, 237.8945}
{85.8380, 229.1117, 188.0409, 180.8042, 272.4986, 260.7015, 214.4975, 356.5745, 79.6013, 316.9595, 143.4252, 254.9918, 182.6017, 177.0163, 45.6453, 136.4374, 36.7901, 147.3537, 256.2152, 208.0671, 190.9159, 244.3873, 127.7474, 254.5367, 311.0264, 104.8717, 264.7141, 103.9434, 159.5146, 143.9835, 14.7581, 180.4905, 251.9180, 96.8668, 48.0015, 80.5368, 145.8659, 309.3102, 143.1479, 215.6600, 76.4922, 182.8009, 39.3657, 156.1653, 295.3517, 200.5424, 199.9237, 201.1767, 248.3654, 107.0599, 289.1364, 104.3390, 159.5970, 0.0000, 334.0188, 144.8510, 259.0534, 225.9319, 148.0372, 364.2454, 24.2213, 115.0551, 160.8613, 126.7094, 7.0478, 149.8036, 89.7908, 214.6658, 150.3955, 210.7176, 359.0439}
{252.9723, 377.6484, 215.9451, 153.2950, 96.2471, 261.2669, 136.5664, 50.5412, 393.7395, 17.0638, 357.2021, 79.5273, 201.7255, 498.1408, 354.8932, 265.0326, 297.4770, 284.2949, 496.6232, 140.5714, 144.4618, 96.2553, 437.7697, 138.4627, 150.9327, 411.9475, 216.2329, 262.3356, 274.6184, 461.3615, 344.3682, 456.0844, 85.7462, 408.0760, 291.4984, 411.9420, 374.2080, 70.2742, 461.3581, 530.8741, 281.3106, 473.8465, 309.7533, 458.9007, 350.4322, 438.2022, 457.7532, 219.3793, 264.9704, 324.5738, 68.0598, 335.8052, 183.2277, 334.0188, 0.0000, 263.3753, 148.4830, 368.5922, 389.5907, 30.2576, 340.2041, 219.6568, 173.4468, 342.6227, 330.2146, 285.5292, 417.3450, 184.1575, 246.1138, 438.6405, 268.3998}
{134.8553, 132.7651, 55.6644, 142.4036, 244.5420, 318.5018, 126.9800, 266.5038, 159.1418, 248.1371, 93.9709, 198.7399, 63.1873, 253.7791, 188.9769, 8.4588, 120.5583, 234.9458, 397.0795, 123.6308, 157.1750, 168.0874, 272.0059, 141.2786, 309.6978, 168.2324, 123.6911, 45.8684, 20.5916, 285.9847, 144.1605, 324.3984, 179.5969, 167.8714, 102.6611, 216.9052, 276.0655, 213.4300, 284.8759, 356.0364, 164.6481, 327.6517, 105.4852, 300.7402, 382.7533, 174.9877, 341.8908, 244.9954, 103.8116, 68.3737, 200.5487, 80.3300, 160.0115, 144.8510, 263.3753, 0.0000, 260.5969, 125.1505, 127.1082, 290.5881, 131.9112, 121.5921, 134.0977, 248.4711, 146.9564, 23.9766, 190.5065, 236.2933, 212.6339, 346.9302, 397.8481}
{174.6286, 393.1040, 238.7707, 119.2806, 53.0055, 113.0474, 164.8463, 196.8678, 334.7562, 137.3229, 340.6656, 104.3962, 219.5542, 436.0079, 261.9567, 257.4757, 228.4758, 156.6122, 360.3950, 162.3145, 104.9580, 140.3534, 330.8624, 207.2491, 52.5686, 358.1717, 283.2256, 234.3070, 279.2731, 356.4399, 272.8650, 332.8474, 132.6602, 351.6161, 231.7485, 323.8315, 247.7487, 186.1474, 356.9840, 419.7064, 186.8794, 354.6865, 251.3450, 346.1852, 202.3414, 421.5611, 328.8056, 80.8117, 315.1997, 298.3527, 165.5744, 306.5269, 107.0884, 259.0534, 148.4830, 260.5969, 0.0000, 385.1813, 365.9517, 171.1607, 274.6177, 156.0610, 126.8565, 219.6999, 253.0812, 284.2750, 348.8408, 49.2677, 124.5118, 303.7131, 146.5158}
{250.5134, 9.1346, 155.0135, 266.2339, 365.5657, 441.4245, 238.8149, 359.3586, 191.0210, 355.3744, 85.7928, 314.8207, 172.3147, 243.1017, 270.5145, 129.4820, 218.3553, 349.1677, 478.7103, 237.4527, 280.8746, 279.3224, 335.8177, 231.9776, 433.3761, 182.1826, 169.7599, 161.2580, 105.9229, 341.2111, 217.5512, 399.1992, 291.3058, 187.9120, 201.5845, 271.6058, 371.3150, 307.3386, 339.5306, 401.8700, 273.5632, 394.5626, 193.0720, 364.5621, 500.3765, 104.9802, 421.9658, 368.5016, 117.5117, 119.3926, 301.1694, 121.7381, 285.0161, 225.9319, 368.5922, 125.1505, 385.1813, 0.0000, 102.2607, 392.3123, 203.8569, 244.2339, 259.1122, 349.0113, 231.1043, 102.3288, 221.4378, 361.3102, 332.1952, 436.2684, 522.9079}
