100 5 [30, 30, 30, 30, 30]
{108.3728, 296.0633, 303.3133, 46.3041, 126.2042, 34.6294, 141.9661, 97.0762, 21.9468, 329.8602, 179.1374, 291.6115, 175.0179, 188.2982, 404.9001, 158.0869, 95.6769, 0.0000, 248.5265, 234.8861, 293.3951, 22.6477, 237.1907, 245.3527, 104.5341, 203.9823, 132.4242, 253.0949, 100.2783, 59.3082, 312.2304, 251.2873, 155.4778, 167.8600, 201.8873, 162.2241, 298.7191, 419.2819, 63.7290, 116.3754, 147.8582, 281.6115, 161.0980, 38.5009, 280.9677, 186.6560, 166.9262, 192.1443, 208.2962, 34.6894, 192.8574, 57.3013, 253.8747, 156.5868, 67.8743, 159.0575, 111.2558, 302.5198, 78.2372, 300.2136, 121.2388, 423.6636, 155.7484, 149.9752, 29.0328, 93.7979, 141.4531, 144.9699, 195.1728, 333.1343, 48.2472, 164.7318, 89.1779, 260.0551, 273.8248, 42.9427, 244.8071, 207.2442, 166.5097, 183.0650, 61.5280, 234.7573, 257.9886, 249.6681, 238.8713, 161.1421, 3.8801, 259.0558, 155.5558, 127.0538, 288.4325, 189.7222, 310.5553, 340.3659, 73.6185, 220.3611, 178.5493, 228.2675, 159.8072, 244.0639, 226.7576}
{165.2709, 69.8312, 118.0122, 249.2264, 235.0443, 252.7589, 336.1590, 160.1372, 241.0112, 113.2059, 424.8076, 68.5294, 330.7948, 389.6844, 225.4992, 398.0026, 154.6691, 248.5265, 0.0000, 265.0795, 379.3716, 260.1440, 412.4639, 60.0755, 345.1604, 274.7398, 282.4230, 9.5775, 307.0615, 276.8792, 185.4915, 183.6252, 400.4317, 96.1531, 218.7805, 183.7363, 352.1849, 210.4288, 249.6489, 132.3750, 379.0819, 330.6987, 336.2297, 286.4922, 179.4042, 204.9604, 129.2366, 363.9698, 51.7657, 266.8074, 89.3294, 246.1817, 72.1001, 389.4831, 182.1092, 242.1541, 294.6886, 167.0306, 279.9469, 250.6654, 268.8429, 190.8525, 402.0913, 296.1190, 260.9408, 301.2730, 295.7084, 116.6986, 199.7356, 405.6148, 215.4350, 279.5787, 200.5227, 213.9034, 222.2470, 206.2015, 20.0531, 269.7129, 230.7145, 103.2881, 297.0227, 287.2641, 481.1464, 100.9622, 164.6840, 404.3267, 249.6202, 69.9670, 94.1231, 319.2384, 234.3743, 77.7975, 370.3103, 337.1453, 240.2093, 464.1546, 254.8984, 33.4551, 174.5232, 55.4258, 175.1578}
{271.0457, 334.8900, 378.3567, 276.6139, 336.6964, 267.5994, 179.4092, 183.2612, 212.9441, 378.2471, 319.4767, 333.5511, 407.6053, 213.1479, 489.2599, 281.5718, 200.6711, 234.8861, 265.0795, 0.0000, 515.8122, 257.4525, 471.9492, 310.0525, 322.2242, 413.1461, 360.4210, 274.5633, 335.0528, 294.1890, 160.0837, 397.2471, 354.3216, 266.8846, 384.9493, 96.6533, 510.5968, 474.8348, 175.0308, 211.2262, 369.3306, 490.5186, 395.6028, 246.5970, 411.4187, 66.3345, 299.6063, 426.9003, 269.5435, 215.2843, 178.4166, 180.0110, 323.8416, 260.5056, 205.1318, 365.5713, 344.9262, 413.7950, 312.5626, 464.0883, 127.3111, 446.7927, 349.6196, 120.1969, 263.9129, 187.6178, 128.8791, 259.9489, 67.4121, 553.4594, 191.7907, 385.4522, 152.7127, 420.2149, 433.0972, 214.9453, 246.7035, 413.3730, 68.8859, 166.4764, 292.0691, 440.3523, 476.1060, 178.3369, 110.6838, 295.3026, 231.9054, 324.9118, 235.0279, 361.9212, 448.3437, 193.6170, 525.4773, 531.5560, 296.0154, 341.7173, 385.9801, 231.7541, 105.6853, 215.9491, 376.7564}
{252.3134, 369.5131, 327.3280, 247.1630, 179.3559, 258.8929, 426.5938, 335.9486, 313.5771, 370.3660, 381.2175, 364.5683, 128.7524, 461.4696, 356.2068, 389.1278, 319.8840, 293.3951, 379.3716, 515.8122, 0.0000, 274.0555, 138.5187, 328.3509, 266.4374, 108.4839, 161.1096, 375.7158, 210.5767, 240.5556, 537.0266, 213.5571, 296.6096, 294.4081, 160.5915, 425.4335, 46.3575, 404.6742, 356.6283, 317.6109, 244.7275, 59.0406, 152.2983, 303.6281, 240.5068, 455.7526, 254.8178, 136.5838, 329.7950, 324.7055, 394.9961, 349.8902, 323.2663, 403.0550, 310.8900, 153.0259, 188.0038, 275.0721, 219.8674, 179.1219, 414.2350, 448.7553, 305.5597, 443.3522, 267.1034, 380.9287, 434.7101, 284.6764, 460.7208, 40.3712, 327.0575, 130.7008, 363.4967, 186.4088, 187.3794, 301.8807, 391.9458, 111.5956, 447.7185, 395.4952, 257.6114, 92.2007, 257.0119, 450.4664, 478.7765, 381.0169, 297.1549, 328.9610, 317.8366, 184.5340, 186.3974, 380.9035, 37.3841, 122.7165, 222.4679, 417.5060, 133.9150, 386.7157, 418.6734, 416.8969, 210.3769}
{109.8177, 303.7621, 306.7810, 30.0067, 112.8559, 17.2405, 156.1273, 114.8942, 44.5287, 335.6197, 174.5668, 299.1234, 153.5503, 199.1483, 405.1262, 157.9697, 110.9134, 22.6477, 260.1440, 257.4525, 274.0555, 0.0000, 214.5654, 252.0503, 86.8801, 188.5325, 112.9825, 264.0549, 77.6459, 36.8566, 332.9077, 246.6096, 140.5914, 174.6991, 192.1690, 184.3049, 281.5084, 422.5172, 85.1181, 129.5756, 127.9252, 265.1411, 138.8664, 38.0219, 277.7892, 209.1353, 168.5189, 169.7417, 217.2427, 50.6909, 209.9916, 78.9961, 259.6019, 159.8373, 83.9422, 145.4446, 89.6195, 301.4476, 56.4012, 291.4729, 142.1354, 430.1661, 141.9594, 169.7383, 6.9831, 108.5762, 160.8692, 151.4388, 217.5401, 314.0451, 70.0630, 147.0607, 111.3551, 252.8116, 266.3862, 59.5071, 257.9129, 192.4275, 189.1359, 200.9963, 40.8248, 219.5599, 237.6424, 267.8844, 260.0190, 158.9102, 25.5565, 265.0622, 166.1849, 104.5727, 280.5639, 205.5983, 292.6587, 326.5414, 59.3340, 216.6612, 164.0987, 241.9862, 181.5810, 259.6324, 222.2499}
{252.5232, 425.7038, 398.7452, 198.7876, 177.4968, 205.8019, 342.8411, 313.9016, 259.0933, 439.7354, 263.6801, 420.4622, 81.6793, 365.6981, 456.7796, 280.4497, 302.4278, 237.1907, 412.4639, 471.9492, 138.5187, 214.5654, 0.0000, 375.7632, 166.2901, 161.7962, 131.3397, 411.9849, 136.9209, 178.0318, 534.1633, 291.1966, 176.5637, 316.7361, 219.1403, 395.6060, 178.4960, 496.8402, 297.9115, 310.5079, 128.6061, 179.4866, 80.5870, 229.6143, 325.1436, 422.3130, 284.6145, 49.4971, 360.8438, 258.7945, 397.0885, 292.4084, 375.6964, 298.8323, 282.7814, 174.3228, 131.1579, 359.9998, 160.9287, 285.3856, 352.4094, 529.4276, 185.8838, 375.5789, 208.2346, 304.1551, 365.8907, 298.5584, 430.0364, 170.6355, 282.6929, 135.7556, 323.9996, 273.4761, 280.5741, 264.2187, 419.1227, 169.8740, 403.6996, 392.5832, 181.4115, 174.3249, 118.7808, 456.9487, 465.3635, 269.3789, 240.0806, 381.9539, 328.6900, 110.7643, 286.1826, 386.9640, 175.1518, 254.9200, 188.2078, 294.6907, 168.3038, 408.3649, 391.5006, 434.5756, 277.0081}
{145.2134, 52.8086, 69.3189, 234.8595, 201.6777, 241.2240, 353.8565, 172.5638, 243.0925, 85.0069, 424.4858, 47.8169, 294.6771, 407.5401, 181.3520, 401.8913, 161.4189, 245.3527, 60.0755, 310.0525, 328.3509, 252.0503, 375.7632, 0.0000, 331.7763, 227.7653, 250.0127, 52.8008, 284.9306, 261.0434, 244.9869, 125.1120, 388.1873, 77.5401, 168.9767, 220.5768, 298.0544, 179.6032, 261.5316, 137.8408, 359.9163, 276.8855, 303.8707, 283.7851, 119.3299, 246.1446, 93.6504, 328.9747, 43.4321, 269.9686, 131.9615, 256.7522, 13.8379, 396.7744, 185.4831, 201.7411, 268.1948, 108.7468, 259.7081, 191.0336, 291.8840, 178.3361, 391.1920, 322.0301, 251.2268, 313.6153, 319.8786, 100.6781, 242.8879, 352.0349, 222.3573, 240.2541, 218.5241, 155.6587, 163.2122, 206.4400, 78.9293, 221.8213, 266.2570, 143.5862, 284.2858, 236.3153, 455.5029, 158.5067, 217.6011, 406.1228, 247.3096, 15.6408, 95.6506, 292.2904, 174.8547, 116.4382, 316.2931, 278.3722, 219.3554, 465.6144, 211.2158, 85.3884, 210.9055, 113.5682, 119.5363}
{186.5863, 384.3341, 380.6217, 97.0518, 155.7130, 92.4020, 177.0411, 201.1953, 121.9638, 413.0647, 119.8226, 379.4815, 138.0833, 200.4410, 470.9772, 122.7442, 197.7936, 104.5341, 345.1604, 322.2242, 266.4374, 86.8801, 166.2901, 331.7763, 0.0000, 211.2774, 126.0017, 348.5084, 64.3845, 70.9774, 415.6195, 303.7440, 56.4694, 255.8221, 237.4102, 262.4994, 287.6811, 494.6634, 149.1412, 216.0770, 47.1064, 276.4787, 114.1470, 77.2931, 337.7754, 283.6225, 242.3775, 135.2622, 300.0867, 109.0880, 296.6842, 145.5586, 337.8402, 137.1469, 170.7082, 181.6595, 91.5439, 365.9659, 77.7443, 334.6006, 196.3127, 508.1418, 60.3777, 214.8847, 84.8038, 141.6155, 204.9935, 232.6653, 293.1662, 306.2768, 151.5195, 163.6814, 190.2957, 302.3473, 314.7426, 146.0146, 343.9355, 217.7811, 257.5215, 287.3405, 48.1490, 240.6722, 155.9912, 354.0831, 341.5956, 115.4363, 105.3234, 343.6430, 251.0475, 83.8361, 326.9930, 292.4784, 294.0361, 348.2497, 115.0975, 160.5421, 194.2843, 328.3475, 261.3450, 346.4908, 280.8596}
{145.1210, 273.5414, 239.9394, 158.8747, 79.0273, 171.6195, 344.6314, 230.9156, 221.6040, 282.0511, 331.0178, 268.3826, 93.6309, 386.4812, 295.7096, 328.9922, 214.2216, 203.9823, 274.7398, 413.1461, 108.4839, 188.5325, 161.7962, 227.7653, 211.2774, 0.0000, 85.5010, 271.9292, 147.0619, 161.9765, 428.5489, 129.6674, 257.1121, 186.6440, 60.1519, 320.4392, 97.6580, 335.0553, 264.0495, 210.1650, 208.8766, 78.5551, 115.4991, 223.6890, 163.3566, 351.1609, 147.5880, 125.1724, 224.0339, 237.9685, 286.5124, 257.0771, 224.7802, 337.9067, 208.3538, 47.7033, 119.9274, 198.2908, 143.3410, 130.9523, 320.6241, 369.1593, 264.5629, 351.6205, 182.0868, 296.8583, 343.7999, 176.2227, 355.4411, 142.2289, 229.6279, 47.6142, 262.6767, 112.1764, 120.4264, 203.1827, 286.0363, 8.2541, 346.1988, 287.1174, 185.2472, 31.0898, 267.1648, 342.1819, 370.7733, 324.3772, 207.8624, 230.8346, 209.3890, 130.6849, 128.1840, 272.4547, 112.3728, 139.3681, 130.3795, 371.7479, 27.1826, 279.7291, 313.1962, 309.5344, 117.4906}
{121.2059, 301.6764, 282.9038, 86.3774, 48.3374, 97.8457, 267.0748, 188.7322, 152.9916, 321.1470, 245.6057, 296.4636, 51.4634, 305.4181, 359.2237, 243.8239, 175.3318, 132.4242, 282.4230, 360.4210, 161.1096, 112.9825, 131.3397, 250.0127, 126.0017, 85.5010, 0.0000, 282.5122, 61.6503, 80.7542, 405.7228, 188.5341, 174.0883, 186.3288, 116.8686, 275.3290, 170.5054, 390.5466, 195.9217, 180.8020, 128.9077, 155.9355, 54.0371, 144.1086, 223.7145, 304.2187, 156.8089, 82.0536, 231.1447, 163.6631, 266.7582, 189.2781, 251.7780, 253.5455, 159.4882, 60.2792, 34.4781, 255.5324, 60.5374, 210.2412, 253.5393, 414.4235, 181.0076, 282.3006, 106.0465, 220.5611, 273.6143, 167.4452, 310.6212, 201.0626, 169.0047, 38.2323, 207.9011, 181.5629, 192.9460, 145.6348, 288.2619, 91.8100, 291.6125, 263.0662, 101.4916, 115.5757, 207.6938, 326.4019, 339.2956, 238.9365, 136.1519, 258.0316, 197.3504, 49.6563, 203.9994, 256.0825, 180.5047, 223.9827, 64.5006, 286.5437, 69.0762, 277.1464, 269.9044, 303.2372, 168.3672}
{166.8429, 60.4132, 108.6395, 252.1691, 234.8101, 256.1399, 343.5303, 166.3399, 246.2693, 103.7853, 430.1188, 59.0035, 330.3098, 397.1343, 215.9218, 403.8269, 160.0806, 253.0949, 9.5775, 274.5633, 375.7158, 264.0549, 411.9849, 52.8008, 348.5084, 271.9292, 282.5122, 0.0000, 308.9625, 279.6908, 193.9744, 177.3948, 404.0404, 96.8267, 215.1907, 192.6648, 347.6429, 201.1621, 256.1830, 137.3867, 381.5989, 326.2348, 336.4477, 291.2411, 171.8743, 214.2234, 127.8384, 363.7505, 51.3917, 272.2906, 98.4032, 252.5457, 64.1336, 395.7209, 187.2626, 240.6299, 295.8373, 158.4969, 282.0793, 243.8173, 276.6732, 182.7513, 405.9005, 304.2763, 264.6188, 307.9818, 303.6957, 118.2688, 209.1036, 401.2686, 221.2300, 278.3711, 207.6195, 207.8187, 215.7837, 211.0624, 29.4219, 266.6846, 239.6197, 112.2385, 300.3603, 283.5301, 482.7303, 110.1804, 174.2318, 409.8905, 254.3121, 61.5684, 97.8799, 320.3684, 227.6105, 86.3810, 365.8140, 330.8577, 242.1061, 469.7396, 252.7524, 42.8448, 183.3950, 64.6664, 169.9360}
{142.2056, 337.7057, 327.4003, 65.2827, 94.6959, 69.9742, 217.6575, 183.0342, 122.1727, 362.5836, 183.9683, 332.6452, 82.8427, 250.8950, 412.2028, 183.4042, 174.2888, 100.2783, 307.0615, 335.0528, 210.5767, 77.6459, 136.9209, 284.9306, 64.3845, 147.0619, 61.6503, 308.9625, 0.0000, 41.3370, 404.2938, 242.9893, 114.7908, 212.7734, 174.4794, 260.2203, 227.1615, 439.2393, 161.5348, 187.2177, 75.7905, 214.5256, 63.5712, 96.6605, 277.6224, 286.0832, 192.1732, 93.0347, 258.3670, 123.3874, 273.2621, 155.8214, 289.2069, 194.6052, 151.1441, 118.1227, 27.1735, 307.3771, 27.9643, 270.6580, 217.1844, 457.3749, 121.0015, 242.3765, 71.3693, 174.1094, 232.9712, 190.7038, 294.1440, 250.9220, 146.4054, 99.5385, 187.8522, 239.5785, 251.6492, 130.0718, 309.1012, 153.4583, 266.7818, 266.4860, 48.2215, 176.7744, 174.4224, 332.9336, 333.1009, 177.8288, 103.1619, 295.2759, 214.9357, 28.1731, 263.5040, 265.7837, 235.0666, 284.8147, 66.8643, 224.9166, 129.9943, 295.3439, 256.7400, 317.5999, 220.9541}
{115.8369, 313.6935, 309.8281, 27.8505, 92.8302, 29.1182, 186.4261, 143.6816, 81.2548, 342.0891, 179.3949, 308.8032, 117.4717, 225.1020, 402.0367, 170.3266, 136.3889, 59.3082, 276.8792, 294.1890, 240.5556, 36.8566, 178.0318, 261.0434, 70.9774, 161.9765, 80.7542, 279.6908, 41.3370, 0.0000, 364.4182, 237.2208, 127.4374, 185.6363, 175.4550, 218.9892, 251.1796, 424.2183, 121.7873, 151.5247, 102.5959, 236.0713, 102.0492, 63.3783, 270.3812, 244.7463, 171.4310, 132.8877, 230.4110, 85.4452, 236.0932, 115.7736, 266.9226, 176.9089, 111.7717, 123.2664, 53.6371, 297.1753, 20.7074, 274.7573, 178.4274, 437.1679, 131.1177, 205.1526, 30.2766, 140.3733, 196.0410, 162.6464, 252.8272, 280.7945, 105.0744, 117.3599, 146.5261, 239.0703, 252.1235, 89.5966, 277.0548, 166.8986, 225.7463, 228.4614, 26.3840, 192.9869, 209.3039, 295.2740, 292.6204, 168.0399, 62.3855, 272.7500, 183.1593, 67.7479, 265.4077, 229.7735, 261.2285, 301.2908, 45.0618, 221.7463, 139.8169, 262.2926, 215.6525, 282.7211, 213.6154}
{288.4817, 244.2907, 300.3513, 339.0295, 366.6663, 335.3303, 319.0279, 221.3374, 293.6645, 283.1777, 449.0795, 245.3848, 457.1598, 362.5521, 398.8381, 413.2972, 231.7678, 312.2304, 185.4915, 160.0837, 537.0266, 332.9077, 534.1633, 244.9869, 415.6195, 428.5489, 405.7228, 193.9744, 404.2938, 364.4182, 0.0000, 363.5461, 460.9145, 244.8062, 381.8509, 156.3088, 518.1075, 368.9318, 272.9737, 225.1165, 460.0639, 496.4809, 453.5766, 339.7834, 363.8029, 145.4946, 284.9184, 484.9963, 219.8758, 309.3275, 142.1166, 274.3813, 257.5106, 395.7756, 253.1667, 386.1532, 403.5666, 352.4633, 377.0298, 432.3899, 251.1774, 326.2597, 458.7563, 260.5218, 337.3917, 308.7799, 266.3187, 252.3750, 134.4113, 568.8413, 264.3015, 417.5537, 225.6836, 392.6019, 402.5925, 274.8910, 166.0850, 425.6842, 181.7784, 143.1927, 373.5030, 448.4410, 570.2190, 89.1445, 74.7305, 424.9489, 310.8928, 255.4397, 219.2413, 426.0089, 415.8873, 156.2170, 535.4880, 515.3628, 345.9726, 478.8575, 403.8200, 161.8367, 155.4689, 131.7384, 350.4737}
{147.1219, 158.1346, 113.9426, 219.3403, 148.4253, 230.5426, 387.3187, 223.5078, 259.8516, 156.9558, 416.4830, 153.4599, 217.7254, 437.5370, 170.7641, 404.1286, 206.4726, 251.2873, 183.6252, 397.2471, 213.5571, 246.6096, 291.1966, 125.1120, 303.7440, 129.6674, 188.5341, 177.3948, 242.9893, 237.2208, 363.5461, 0.0000, 357.5205, 130.7772, 73.5396, 300.8842, 177.7379, 205.9308, 293.8934, 189.3099, 316.3959, 157.6190, 235.1913, 284.4066, 35.2408, 330.9220, 99.1640, 251.5728, 143.7690, 284.4085, 232.4672, 287.3784, 116.4430, 406.3195, 217.5936, 128.4074, 218.4259, 68.9513, 226.1234, 69.3011, 341.0112, 240.1106, 363.1928, 373.6572, 242.5112, 340.4237, 368.4560, 138.3292, 331.1517, 231.9251, 252.2198, 162.0816, 268.6398, 30.6028, 39.0489, 227.3543, 200.6135, 121.8022, 339.8601, 239.4367, 263.6011, 125.8815, 391.4847, 274.6296, 323.4410, 403.7531, 254.6227, 121.2628, 162.5941, 238.0135, 52.8117, 215.9125, 195.8940, 153.5204, 192.7300, 458.8836, 125.8120, 201.9027, 291.6378, 232.5805, 24.5387}
{243.0232, 440.7039, 436.8951, 153.3648, 209.0952, 148.0264, 190.5594, 252.4356, 169.8987, 469.5261, 87.1402, 435.8670, 173.5757, 198.9157, 525.9274, 107.0566, 250.7282, 155.4778, 400.4317, 354.3216, 296.6096, 140.5914, 176.5637, 388.1873, 56.4694, 257.1121, 174.0883, 404.0404, 114.7908, 127.4374, 460.9145, 357.5205, 0.0000, 312.0473, 289.1895, 305.4217, 323.9894, 550.6519, 188.8531, 270.1204, 51.9081, 315.4898, 148.4192, 122.0278, 391.9510, 323.3856, 298.7914, 160.1310, 356.0681, 151.6219, 348.2405, 186.7842, 394.3061, 128.1482, 223.1329, 232.6487, 140.7323, 420.9342, 132.8538, 384.3287, 227.0586, 564.6053, 9.3212, 239.1387, 139.4923, 167.0482, 229.3750, 288.8452, 333.5766, 334.8886, 199.7233, 209.8990, 235.5648, 354.2923, 366.2327, 198.1823, 398.5033, 264.2519, 293.7947, 338.0951, 104.0867, 284.8326, 125.3534, 404.2791, 386.2851, 94.4176, 155.5081, 400.1036, 306.3297, 126.4281, 377.8023, 345.1369, 327.8249, 389.9569, 171.2671, 120.9209, 243.1612, 382.5363, 305.4981, 399.4287, 335.1241}
{70.6351, 129.0973, 138.4070, 158.7770, 139.2408, 164.4049, 281.9726, 102.8720, 166.3469, 162.0617, 346.9754, 124.4292, 235.1411, 335.2075, 246.5624, 324.8234, 88.7603, 167.8600, 96.1531, 266.8846, 294.4081, 174.6991, 316.7361, 77.5401, 255.8221, 186.6440, 186.3288, 96.8267, 212.7734, 185.6363, 244.8062, 130.7772, 312.0473, 0.0000, 137.0638, 170.9780, 273.3815, 253.6451, 188.0253, 66.4881, 286.3883, 251.7342, 240.0866, 206.2668, 145.4016, 200.5623, 40.1265, 268.0275, 45.6715, 193.2611, 105.4546, 182.7180, 86.2422, 320.4151, 110.0505, 149.1509, 199.0301, 153.4360, 186.3324, 198.9423, 224.6270, 255.8749, 314.7039, 256.2988, 174.0974, 239.5478, 252.8171, 23.2884, 200.4635, 324.6580, 147.4283, 185.3866, 150.0982, 155.7374, 167.8728, 129.6436, 102.6587, 182.8567, 212.0904, 110.2902, 207.9668, 204.2228, 386.0941, 156.6973, 195.6354, 328.7763, 169.8716, 91.2611, 31.8737, 223.5540, 182.7873, 89.6292, 290.8736, 274.5389, 146.0668, 388.1837, 164.0504, 93.8102, 161.5624, 123.0069, 111.8981}
{114.8389, 213.6222, 180.2693, 162.7153, 82.7538, 175.0898, 343.2547, 202.1994, 215.1023, 222.1171, 353.9182, 208.4857, 144.2438, 390.0766, 243.8251, 345.5884, 184.5883, 201.8873, 218.7805, 384.9493, 160.5915, 192.1690, 219.1403, 168.9767, 237.4102, 60.1519, 116.8686, 215.1907, 174.4794, 175.4550, 381.8509, 73.5396, 289.1895, 137.0638, 0.0000, 289.1954, 136.3460, 279.1709, 254.3970, 174.6878, 245.6864, 114.6858, 161.7735, 229.9965, 108.6271, 320.2249, 96.9391, 178.2492, 169.5035, 236.4837, 241.3895, 247.4704, 165.2530, 350.6502, 186.3433, 56.7606, 148.6205, 142.3085, 161.2653, 99.5619, 307.5045, 310.3492, 295.4769, 339.8513, 186.9029, 295.1619, 333.1948, 131.9022, 322.9103, 188.2356, 215.1752, 88.5668, 241.2213, 65.1036, 77.3366, 188.4376, 231.5965, 53.3934, 321.1275, 244.2176, 201.4751, 68.5423, 317.9548, 293.6757, 329.5739, 343.4764, 205.5998, 171.2320, 164.0390, 166.5202, 90.0340, 226.1435, 153.9497, 146.9973, 133.8085, 395.9828, 52.2830, 227.1591, 280.9645, 257.7213, 57.9475}
{176.3846, 252.4563, 289.8310, 196.8235, 246.2299, 190.2961, 171.9915, 89.5861, 141.7895, 295.4565, 294.1363, 250.2702, 324.9436, 221.6736, 401.7846, 259.3327, 106.2781, 162.2241, 183.7363, 96.6533, 425.4335, 184.3049, 395.6060, 220.5768, 262.4994, 320.4392, 275.3290, 192.6648, 260.2203, 218.9892, 156.3088, 300.8842, 305.4217, 170.9780, 289.1954, 0.0000, 417.2826, 393.3375, 116.8390, 114.8316, 308.2505, 396.7922, 316.3094, 185.5604, 316.1303, 31.0352, 202.9743, 348.1172, 178.2511, 154.3421, 94.5262, 118.6390, 234.0839, 243.4235, 115.9768, 273.3169, 265.0310, 320.5238, 234.7600, 367.4726, 100.8706, 373.2445, 302.9239, 119.9814, 189.7618, 154.0444, 122.5274, 163.3129, 35.4071, 462.0140, 114.2534, 296.4587, 73.0576, 323.5819, 336.5004, 131.5346, 167.9952, 320.0697, 46.9890, 80.4482, 223.5474, 346.5719, 418.3050, 121.6634, 81.6685, 270.2525, 160.2190, 235.9673, 139.2516, 284.9431, 351.7695, 106.7028, 432.7297, 435.4300, 211.2194, 325.9584, 293.4326, 150.7692, 9.6983, 144.3414, 280.1720}
{241.1357, 335.6795, 290.0147, 252.7138, 176.1391, 265.1754, 437.0931, 327.9458, 317.3732, 332.8891, 405.7974, 330.9132, 150.8205, 475.8552, 311.8255, 409.8744, 311.0078, 298.7191, 352.1849, 510.5968, 46.3575, 281.5084, 178.4960, 298.0544, 287.6811, 97.6580, 170.5054, 347.6429, 227.1615, 251.1796, 518.1075, 177.7379, 323.9894, 273.3815, 136.3460, 417.2826, 0.0000, 361.5485, 360.1966, 305.3781, 272.3424, 21.6760, 175.8711, 314.4217, 201.4709, 448.1285, 233.2559, 167.1630, 304.5920, 331.8840, 377.1751, 353.2693, 291.5722, 421.7642, 305.9772, 145.3611, 201.9060, 235.1078, 231.0406, 135.6556, 417.2217, 407.7222, 332.5652, 447.7631, 274.7621, 390.0070, 439.6740, 266.9364, 452.0772, 54.2293, 326.8813, 134.4658, 360.3330, 148.7165, 147.5673, 300.5939, 366.2899, 97.2645, 443.8236, 379.2754, 271.4893, 70.9758, 297.1708, 430.0213, 464.1284, 403.1170, 302.5817, 296.9481, 299.6337, 203.8965, 144.5565, 362.1816, 18.2530, 77.4108, 225.4096, 443.9900, 124.8248, 362.8973, 409.8053, 393.6341, 178.5471}
{312.7000, 140.9299, 115.9687, 400.8174, 345.8973, 409.3840, 533.4376, 352.1531, 419.6801, 97.9302, 597.0289, 143.0851, 423.3755, 587.0961, 57.2706, 577.2780, 340.5977, 419.2819, 210.4288, 474.8348, 404.6742, 422.5172, 496.8402, 179.6032, 494.6634, 335.0553, 390.5466, 201.1621, 439.2393, 424.2183, 368.9318, 205.9308, 550.6519, 253.6451, 279.1709, 393.3375, 361.5485, 0.0000, 440.7294, 317.1395, 514.7294, 345.6430, 439.8400, 457.0515, 171.6988, 415.3802, 254.1445, 457.4100, 222.5341, 446.5669, 299.4878, 435.7505, 168.3483, 573.8259, 363.5898, 331.7735, 417.2346, 136.9803, 417.9645, 225.9083, 471.0345, 62.9114, 555.0398, 500.6377, 420.4697, 492.6614, 498.8917, 275.3927, 410.1012, 411.7868, 400.8526, 367.3116, 398.0555, 224.4509, 219.6537, 383.0340, 228.1972, 327.0176, 440.1432, 313.1282, 449.5611, 326.7949, 596.4478, 301.6341, 370.0741, 580.2650, 421.6768, 164.2608, 275.1615, 438.9134, 218.4779, 286.6397, 377.8598, 304.5785, 379.5768, 638.9443, 331.3962, 243.8750, 383.9239, 259.5943, 222.8822}
{146.8243, 307.6653, 326.2758, 109.5551, 185.1513, 98.3218, 94.6146, 90.1839, 43.0709, 346.0911, 182.5827, 303.8855, 238.5733, 147.3053, 434.0993, 151.2020, 100.1465, 63.7290, 249.6489, 175.0308, 356.6283, 85.1181, 297.9115, 261.5316, 149.1412, 264.0495, 195.9217, 256.1830, 161.5348, 121.7873, 272.9737, 293.8934, 188.8531, 188.0253, 254.3970, 116.8390, 360.1966, 440.7294, 0.0000, 123.6910, 195.9994, 342.3648, 223.8110, 72.1628, 319.8900, 135.0429, 199.8567, 254.3713, 219.7991, 40.4291, 176.0111, 6.9997, 272.3852, 140.3062, 78.8088, 217.6148, 174.6888, 336.4200, 141.5046, 349.5406, 57.6239, 436.1222, 186.1395, 87.5951, 91.9881, 52.1879, 79.8163, 168.1354, 144.9778, 396.1756, 41.9385, 227.1145, 52.4196, 307.3041, 321.1942, 66.8599, 240.9930, 266.5741, 108.6196, 163.2263, 117.1366, 294.3101, 304.8786, 224.9756, 198.2442, 159.8165, 60.1569, 276.6203, 165.9625, 189.1331, 336.3596, 178.4858, 372.6659, 397.5111, 134.9785, 218.5271, 237.7677, 223.0328, 117.6795, 231.0503, 269.6511}
{65.3093, 184.8446, 203.2787, 123.8279, 142.1660, 124.6516, 216.5544, 36.3899, 108.9266, 222.4879, 292.7594, 180.8603, 232.2655, 270.0846, 312.7327, 267.1470, 23.6409, 116.3754, 132.3750, 211.2262, 317.6109, 129.5756, 310.5079, 137.8408, 216.0770, 210.1650, 180.8020, 137.3867, 187.2177, 151.5247, 225.1165, 189.3099, 270.1204, 66.4881, 174.6878, 114.8316, 305.3781, 317.1395, 123.6910, 0.0000, 253.7801, 284.4352, 230.1193, 154.1479, 208.7659, 145.7915, 90.1748, 261.0763, 96.4814, 135.1645, 86.8267, 118.9629, 148.8024, 260.3227, 49.8976, 164.6451, 181.6621, 219.4700, 159.2534, 254.0605, 158.1446, 313.4532, 271.1795, 189.9004, 131.2752, 175.7878, 186.3320, 51.3273, 148.2242, 352.3911, 85.1880, 193.3296, 83.6159, 210.0820, 223.3218, 73.8375, 128.5648, 208.8359, 150.7654, 82.2672, 168.4309, 234.4043, 360.5264, 146.8019, 161.5787, 272.7491, 117.3321, 152.9514, 42.3703, 205.3104, 238.7190, 78.5702, 321.5058, 320.6189, 123.5914, 332.5974, 183.8203, 112.4169, 106.3723, 131.2152, 167.3167}
