dataset_family,landscape_id,selection_id,V,geographic_regime,replicate,inventory_regime,local_imbalance_level,seed,source_station_row_indices,total_initial_inventory,total_target_inventory,station_inventory_minus_target,local_l1_imbalance,surplus_station_count,deficit_station_count,landscape_path,landscape_file_sha256,mapping_path,capacity_sha256,coordinate_sha256,instance_id,M,Q,complete_Q_vector,instance_path,instance_file_sha256,parser_format,distance_convention,scenario_id,T_seconds,pickup_seconds,drop_seconds,lambda,mathematical_scenario_identity_sha256,future_k1_am_sf_command,future_p_grb_command
citibike443-regional-v1,cb443_V30_compact_r1_surplus,cb443_V30_compact_r1,30,compact,1,surplus,high,1963190156,402;397;388;414;408;391;384;416;379;431;426;372;394;404;365;420;362;376;387;435;428;401;349;346;407;417;442;425;385;354,449,401,48,242,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r1_surplus.json,7fde03b8d20a582687148af9874ebeab104bf4fe1a120afd58236bf41506eef4,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r1_surplus_M05_Q20,5,20,"[20,20,20,20,20]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q20.txt,e7e12b8ec51a20b92abc327bc9a609a7b057cb511a6126c56a59a97306b4e294,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r1_surplus_M05_Q20_T10800,10800,60.0,60.0,0.15,e0c059d9f3c7b2ade2b65921600733680333f16e64ad3894dedbe302acbca9e4,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r1_surplus,cb443_V30_compact_r1,30,compact,1,surplus,high,1963190156,402;397;388;414;408;391;384;416;379;431;426;372;394;404;365;420;362;376;387;435;428;401;349;346;407;417;442;425;385;354,449,401,48,242,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r1_surplus.json,7fde03b8d20a582687148af9874ebeab104bf4fe1a120afd58236bf41506eef4,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r1_surplus_M05_Q20,5,20,"[20,20,20,20,20]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q20.txt,e7e12b8ec51a20b92abc327bc9a609a7b057cb511a6126c56a59a97306b4e294,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r1_surplus_M05_Q20_T18000,18000,60.0,60.0,0.15,ad4b01e109ae6e967fb0b08ec3982a20a61a3d120bfaca4d6995be1d23359132,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r1_surplus,cb443_V30_compact_r1,30,compact,1,surplus,high,1963190156,402;397;388;414;408;391;384;416;379;431;426;372;394;404;365;420;362;376;387;435;428;401;349;346;407;417;442;425;385;354,449,401,48,242,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r1_surplus.json,7fde03b8d20a582687148af9874ebeab104bf4fe1a120afd58236bf41506eef4,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r1_surplus_M05_Q30,5,30,"[30,30,30,30,30]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt,b5b903f3a0343aa3a042ac62daee8702a87b685b4cd4642740f63c1e20b835b9,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r1_surplus_M05_Q30_T01800,1800,60.0,60.0,0.15,b8d90e94508ee44c75c7a80a301f05ee7031506bd5c3b7e5f418ac042e61c60d,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r1_surplus,cb443_V30_compact_r1,30,compact,1,surplus,high,1963190156,402;397;388;414;408;391;384;416;379;431;426;372;394;404;365;420;362;376;387;435;428;401;349;346;407;417;442;425;385;354,449,401,48,242,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r1_surplus.json,7fde03b8d20a582687148af9874ebeab104bf4fe1a120afd58236bf41506eef4,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r1_surplus_M05_Q30,5,30,"[30,30,30,30,30]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt,b5b903f3a0343aa3a042ac62daee8702a87b685b4cd4642740f63c1e20b835b9,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r1_surplus_M05_Q30_T03600,3600,60.0,60.0,0.15,81a782a50672a8b615ae652a6f176ec13569c3ad7942eb25c4e9982db64bdccd,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r1_surplus,cb443_V30_compact_r1,30,compact,1,surplus,high,1963190156,402;397;388;414;408;391;384;416;379;431;426;372;394;404;365;420;362;376;387;435;428;401;349;346;407;417;442;425;385;354,449,401,48,242,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r1_surplus.json,7fde03b8d20a582687148af9874ebeab104bf4fe1a120afd58236bf41506eef4,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r1_surplus_M05_Q30,5,30,"[30,30,30,30,30]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt,b5b903f3a0343aa3a042ac62daee8702a87b685b4cd4642740f63c1e20b835b9,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r1_surplus_M05_Q30_T10800,10800,60.0,60.0,0.15,29dc75750933fda4bfd0023c5b454b41d55ecec8f998c75576003c3e7547d65c,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r1_surplus,cb443_V30_compact_r1,30,compact,1,surplus,high,1963190156,402;397;388;414;408;391;384;416;379;431;426;372;394;404;365;420;362;376;387;435;428;401;349;346;407;417;442;425;385;354,449,401,48,242,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r1_surplus.json,7fde03b8d20a582687148af9874ebeab104bf4fe1a120afd58236bf41506eef4,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r1_surplus_M05_Q30,5,30,"[30,30,30,30,30]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt,b5b903f3a0343aa3a042ac62daee8702a87b685b4cd4642740f63c1e20b835b9,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r1_surplus_M05_Q30_T18000,18000,60.0,60.0,0.15,1bdfb9c3e91661c9f12810fb59b2dd3d3ddd0a11be2a0d120e31d35987f07028,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_surplus_M05_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,2,shortage,high,2109309968,0;2;5;4;8;1;6;10;3;14;18;17;20;12;9;24;23;19;29;7;21;15;34;11;32;40;41;30;37;43,287,326,-39,197,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r2_shortage_M03_Q20,3,20,"[20,20,20]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt,1111048096b0191df8690c86beac6bba1b273ae9f5b2250eb972f72be0413eb7,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r2_shortage_M03_Q20_T01800,1800,60.0,60.0,0.15,559dc31b2c69cf12d2fbbca6ee49a5a2f53b92a9c16bf47b7e20efd003d1f757,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,2,shortage,high,2109309968,0;2;5;4;8;1;6;10;3;14;18;17;20;12;9;24;23;19;29;7;21;15;34;11;32;40;41;30;37;43,287,326,-39,197,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r2_shortage_M03_Q20,3,20,"[20,20,20]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt,1111048096b0191df8690c86beac6bba1b273ae9f5b2250eb972f72be0413eb7,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r2_shortage_M03_Q20_T03600,3600,60.0,60.0,0.15,157624ecbbcdf405575ae32201c4d80eee2e4ec0cba1f904922054ec9ff6000d,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,2,shortage,high,2109309968,0;2;5;4;8;1;6;10;3;14;18;17;20;12;9;24;23;19;29;7;21;15;34;11;32;40;41;30;37;43,287,326,-39,197,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r2_shortage_M03_Q20,3,20,"[20,20,20]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt,1111048096b0191df8690c86beac6bba1b273ae9f5b2250eb972f72be0413eb7,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r2_shortage_M03_Q20_T10800,10800,60.0,60.0,0.15,b3cb804d2c37b2f4d4ee8b96107d9ac2d6c2160aa315032b2e087d076409a0de,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,2,shortage,high,2109309968,0;2;5;4;8;1;6;10;3;14;18;17;20;12;9;24;23;19;29;7;21;15;34;11;32;40;41;30;37;43,287,326,-39,197,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r2_shortage_M03_Q20,3,20,"[20,20,20]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt,1111048096b0191df8690c86beac6bba1b273ae9f5b2250eb972f72be0413eb7,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r2_shortage_M03_Q20_T18000,18000,60.0,60.0,0.15,a037f796e3f48cf57c3ca9238f5394d314abf9c8361e155a29a61437eff8e994,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,2,shortage,high,2109309968,0;2;5;4;8;1;6;10;3;14;18;17;20;12;9;24;23;19;29;7;21;15;34;11;32;40;41;30;37;43,287,326,-39,197,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r2_shortage_M03_Q30,3,30,"[30,30,30]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt,37ba37ec150af061e17fa5b2e8c942e2f0a1ba624db6253417762694ab9a9177,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r2_shortage_M03_Q30_T01800,1800,60.0,60.0,0.15,23b5c9e81d3e24654fddb65a3423fa8856043479b86b69bf072e693b7046d590,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,2,shortage,high,2109309968,0;2;5;4;8;1;6;10;3;14;18;17;20;12;9;24;23;19;29;7;21;15;34;11;32;40;41;30;37;43,287,326,-39,197,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r2_shortage_M03_Q30,3,30,"[30,30,30]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt,37ba37ec150af061e17fa5b2e8c942e2f0a1ba624db6253417762694ab9a9177,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r2_shortage_M03_Q30_T03600,3600,60.0,60.0,0.15,408cd13b86b7313cd649ac092962d28e11750c080aa2c7222b9fd9d200711b19,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,2,shortage,high,2109309968,0;2;5;4;8;1;6;10;3;14;18;17;20;12;9;24;23;19;29;7;21;15;34;11;32;40;41;30;37;43,287,326,-39,197,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r2_shortage_M03_Q30,3,30,"[30,30,30]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt,37ba37ec150af061e17fa5b2e8c942e2f0a1ba624db6253417762694ab9a9177,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r2_shortage_M03_Q30_T10800,10800,60.0,60.0,0.15,229667d96766760608b24d8f27fa104137dbfe274d1a888db61b179c6b97e2b8,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,2,shortage,high,2109309968,0;2;5;4;8;1;6;10;3;14;18;17;20;12;9;24;23;19;29;7;21;15;34;11;32;40;41;30;37;43,287,326,-39,197,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r2_shortage_M03_Q30,3,30,"[30,30,30]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt,37ba37ec150af061e17fa5b2e8c942e2f0a1ba624db6253417762694ab9a9177,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r2_shortage_M03_Q30_T18000,18000,60.0,60.0,0.15,4e7ce986d9b2700ceba356002c8ceb062c9f4c3e7071cdebc29eca2266cfebf7,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M03_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,2,shortage,high,2109309968,0;2;5;4;8;1;6;10;3;14;18;17;20;12;9;24;23;19;29;7;21;15;34;11;32;40;41;30;37;43,287,326,-39,197,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,reference/citibike443-regional-v1/mappings/V30/cb443_V30_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V30_compact_r2_shortage_M05_Q20,5,20,"[20,20,20,20,20]",reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M05_Q20.txt,315dc2a04cc97821733be95b8d712660f6bb594cc59be4e918e4610f02db886e,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V30_compact_r2_shortage_M05_Q20_T01800,1800,60.0,60.0,0.15,5279e0261f183c1e03513dee1c7bfeafbed9ae3fddf37711d353760d04cfc73d,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M05_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M05_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
