dataset_family,landscape_id,selection_id,V,geographic_regime,replicate,inventory_regime,local_imbalance_level,seed,source_station_row_indices,total_initial_inventory,total_target_inventory,station_inventory_minus_target,local_l1_imbalance,surplus_station_count,deficit_station_count,landscape_path,landscape_file_sha256,mapping_path,capacity_sha256,coordinate_sha256
citibike443-regional-v1,cb443_V30_regional_r1_balanced,cb443_V30_regional_r1,30,regional,1,balanced,moderate,1425413289,162;154;284;65;198;140;230;92;202;232;104;239;165;127;267;167;193;109;145;205;169;251;85;187;117;256;223;225;150;121,506,506,0,186,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r1_balanced.json,e6e9036dcf28ca0e1963d1f505a47a95024c809434fb0d9c6fc1369d50e24b4f,reference/citibike443-regional-v1/mappings/V30/cb443_V30_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V30_regional_r1_surplus,cb443_V30_regional_r1,30,regional,1,surplus,high,1966132770,162;154;284;65;198;140;230;92;202;232;104;239;165;127;267;167;193;109;145;205;169;251;85;187;117;256;223;225;150;121,567,506,61,311,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r1_surplus.json,5bdb6be92dea495d4dc49aa1ac5e1a0aa9487c1cca9a6e03151d9842faf12483,reference/citibike443-regional-v1/mappings/V30/cb443_V30_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V30_regional_r2_shortage,cb443_V30_regional_r2,30,regional,2,shortage,high,780348541,288;281;406;207;337;381;262;366;295;243;315;374;353;336;297;220;266;319;241;347;390;291;371;294;289;338;339;363;246;310,290,329,-39,199,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r2_shortage.json,2d600a42ffb1bc6735d85dc613ea559b256689a4cfa1b561335b3f4c71972a0f,reference/citibike443-regional-v1/mappings/V30/cb443_V30_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V30_regional_r2_balanced,cb443_V30_regional_r2,30,regional,2,balanced,moderate,678520287,288;281;406;207;337;381;262;366;295;243;315;374;353;336;297;220;266;319;241;347;390;291;371;294;289;338;339;363;246;310,329,329,0,114,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r2_balanced.json,b1827755e0192808cb864924308417283df1c275373966a27cce69689dedc662,reference/citibike443-regional-v1/mappings/V30/cb443_V30_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V30_regional_r2_surplus,cb443_V30_regional_r2,30,regional,2,surplus,high,2125290659,288;281;406;207;337;381;262;366;295;243;315;374;353;336;297;220;266;319;241;347;390;291;371;294;289;338;339;363;246;310,368,329,39,199,15,15,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r2_surplus.json,4334769f32fc5fb12eee1edc6b7c721a58577c0a21576c3b66b75c0cea6665a2,reference/citibike443-regional-v1/mappings/V30/cb443_V30_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_compact_r1_shortage,cb443_V50_compact_r1,50,compact,1,shortage,high,1250677160,90;94;70;103;73;119;61;88;55;100;108;79;117;132;45;53;136;141;51;78;60;147;98;62;58;146;104;139;84;54;128;124;39;68;154;77;44;33;155;42;166;82;35;121;99;65;150;46;30;137,549,624,-75,373,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r1_shortage.json,74a3cd76e1caa95d77524f1ebae165f54bafc876d37d3988a259dcd202fa8ac5,reference/citibike443-regional-v1/mappings/V50/cb443_V50_compact_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_compact_r1_balanced,cb443_V50_compact_r1,50,compact,1,balanced,moderate,787362861,90;94;70;103;73;119;61;88;55;100;108;79;117;132;45;53;136;141;51;78;60;147;98;62;58;146;104;139;84;54;128;124;39;68;154;77;44;33;155;42;166;82;35;121;99;65;150;46;30;137,624,624,0,226,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r1_balanced.json,d76d9020ee4ac92e0317aacc356d57c4b80bcdc1723828849247ee9a7de3aa47,reference/citibike443-regional-v1/mappings/V50/cb443_V50_compact_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_compact_r1_surplus,cb443_V50_compact_r1,50,compact,1,surplus,high,58341923,90;94;70;103;73;119;61;88;55;100;108;79;117;132;45;53;136;141;51;78;60;147;98;62;58;146;104;139;84;54;128;124;39;68;154;77;44;33;155;42;166;82;35;121;99;65;150;46;30;137,699,624,75,375,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r1_surplus.json,fef58250a6526b7e3b1055075ffa083974c74c395a7f19537c43d5539e81967e,reference/citibike443-regional-v1/mappings/V50/cb443_V50_compact_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_compact_r2_shortage,cb443_V50_compact_r2,50,compact,2,shortage,high,698816180,437;430;438;433;427;423;432;413;439;412;406;421;400;418;395;393;390;386;410;374;373;371;383;363;366;359;381;361;350;347;353;337;336;339;338;329;360;325;320;321;342;310;315;305;348;356;326;335;319;304,449,510,-61,315,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r2_shortage.json,ae64deb1ec7760c3ee0c313d5c4951bdfdb462583828f9bbe2374f4ece0690db,reference/citibike443-regional-v1/mappings/V50/cb443_V50_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_compact_r2_balanced,cb443_V50_compact_r2,50,compact,2,balanced,moderate,1238103076,437;430;438;433;427;423;432;413;439;412;406;421;400;418;395;393;390;386;410;374;373;371;383;363;366;359;381;361;350;347;353;337;336;339;338;329;360;325;320;321;342;310;315;305;348;356;326;335;319;304,510,510,0,182,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r2_balanced.json,8bc5597c17d1fc65aad2d92af8f201e66381f198a0a6a05afa903f9094dca371,reference/citibike443-regional-v1/mappings/V50/cb443_V50_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_compact_r2_surplus,cb443_V50_compact_r2,50,compact,2,surplus,high,1745390202,437;430;438;433;427;423;432;413;439;412;406;421;400;418;395;393;390;386;410;374;373;371;383;363;366;359;381;361;350;347;353;337;336;339;338;329;360;325;320;321;342;310;315;305;348;356;326;335;319;304,571,510,61,315,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r2_surplus.json,9e600806f5f94589329f4c981ae53a12127681b7837f59aa6e510781f7aa9638,reference/citibike443-regional-v1/mappings/V50/cb443_V50_compact_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_regional_r1_shortage,cb443_V50_regional_r1,50,regional,1,shortage,high,916794220,411;293;232;431;316;376;235;370;429;391;287;258;327;389;369;346;333;355;441;404;239;409;292;397;251;344;249;392;428;372;362;270;328;414;398;354;332;407;277;377;352;323;343;267;358;424;385;256;283;440,677,769,-92,458,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r1_shortage.json,5c2eba293b97936ca6853aefbbfd24b5751860597e0c59379badeba75e949d81,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_regional_r1_balanced,cb443_V50_regional_r1,50,regional,1,balanced,moderate,1867758627,411;293;232;431;316;376;235;370;429;391;287;258;327;389;369;346;333;355;441;404;239;409;292;397;251;344;249;392;428;372;362;270;328;414;398;354;332;407;277;377;352;323;343;267;358;424;385;256;283;440,769,769,0,268,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r1_balanced.json,441de80739cecc0760334f748be371feaea2639169299fc4413f4ba767ae83f0,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_regional_r1_surplus,cb443_V50_regional_r1,50,regional,1,surplus,high,637685027,411;293;232;431;316;376;235;370;429;391;287;258;327;389;369;346;333;355;441;404;239;409;292;397;251;344;249;392;428;372;362;270;328;414;398;354;332;407;277;377;352;323;343;267;358;424;385;256;283;440,861,769,92,458,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r1_surplus.json,c806345fc030e055f0285c0f005faa1bf7e189700d9c606126f609ed25373d28,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_regional_r2_shortage,cb443_V50_regional_r2,50,regional,2,shortage,high,1163278769,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,484,550,-66,326,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_shortage.json,25b9930e730e2cf7391a7d4dda1d04a7dcaf08568f6076554010e8e6ac4b4166,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
citibike443-regional-v1,cb443_V50_regional_r2_surplus,cb443_V50_regional_r2,50,regional,2,surplus,high,1694927115,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,616,550,66,326,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_surplus.json,2d570232b3a978f226e6acca2da757f75b4e7819ac08a56cf24a6e5e94e83f52,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1
