run_id,stage,instance,instance_class,arm,flow_variant,nominal_process_wall_seconds,native_time_limit_seconds,finalization_reserve_seconds,actual_runtime_seconds,final_process_wall_time_seconds,solver_status,native_status_code,native_status_text,strict_certificate_class,strict_certified_original_problem,strict_rejection_reason,native_objective,native_best_bound,verified_incumbent_objective,serialized_lower_bound,serialized_upper_bound,serialized_gap,native_absolute_gap,native_signed_bound_residual,native_bound_inversion,native_project_relative_gap,native_cplex_relative_gap,verified_absolute_gap,verified_signed_bound_residual,verified_bound_inversion,verified_project_relative_gap,nodes_processed,open_nodes,native_solution_count,simplex_iterations,simplex_iterations_per_processed_node,nodes_per_second,time_to_first_gini_branch,gini_branch_count,ordinary_branch_count,maximum_gini_sibling_delay,native_cut_counts,root_model_rows,root_model_columns,root_model_nonzeros,first_valid_lb_improvement_seconds,last_valid_lb_improvement_seconds,bound_trajectory_path,executable_sha256,root_uncut_relaxation,post_root_cut_relaxation,root_lp_time_seconds,root_completion_elapsed_seconds,maximum_tree_memory_mb,reduced_model_rows,reduced_model_columns,reduced_model_nonzeros,presolve_eliminated_rows_total,presolve_eliminated_columns_total,branch_and_cut_time_seconds
stage2__tight_T_seed3101__f3__900s,stage2,tight_T_seed3101,V20-control,F3,normalized-start-coupled,900,882.0,18.0,882.218387,882.2213164,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.043715624715586085,0.10725273413394144,0.043715624715586085,0.10725273413394144,0.592405498390444,,,False,,,0.06353710941835536,0.06353710941835536,False,0.592405498390444,10743,2890,0,4608335,428.961649446151,12.177256967553998,6.9654573,188,6628,523.830551,cover=10|gub_cover=7|flow_cover=139|clique=0|fractional=1|mir=45|flow_path=0|disjunctive=0|implied_bound=455|zero_half=35|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13199,3322,71910,0.0181812,862.0039279,results/gf_global_gini_tree_strict_flow_round/runs/stage2__tight_T_seed3101__f3__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.0143,0.75,6.95,318.81,11391,3204,64052,3416,156,875.268387
stage2__tight_T_seed3101__plain__900s,stage2,tight_T_seed3101,V20-control,plain,plain,900,882.0,18.0,882.1023185,882.1041582,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.14077168838371723,0.014587874001482154,0.14077168838371723,0.014587874001482154,0.14077168838371723,0.8963721031624033,0.12618381438223508,0.12618381438223508,False,0.12618381438223508,0.8963721025256474,0.12618381438223508,0.12618381438223508,False,0.8963721031624033,234507,134551,63,0,0.0,265.8501118087697,-1,0,0,,,0,0,0,882.1023185,882.1023185,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0005,0.0048,0.06,0.95,448.55,4927,2091,22930,196,20,881.1523185
stage2__tight_T_seed3102__f0__900s,stage2,tight_T_seed3102,V20-control,F0,round20-current,900,882.0,18.0,882.2377574,882.2404801,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.5536940971863101,0.6007044366851081,0.5536940971863101,0.6007044366851081,0.07825868534984866,,,False,,,0.04701033949879796,0.04701033949879796,False,0.07825868534984866,8359,3748,0,4462700,533.8796506759181,9.474770185119262,4.9744239,125,5933,328.7649374,cover=41|gub_cover=3|flow_cover=227|clique=0|fractional=1|mir=77|flow_path=0|disjunctive=0|implied_bound=536|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11903,3372,67107,0.0177952,862.0022875,results/gf_global_gini_tree_strict_flow_round/runs/stage2__tight_T_seed3102__f0__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.4475,0.4611,0.25,4.95,411.35,10104,3134,53176,3410,396,877.2877573999999
stage2__tight_T_seed3102__f3__900s,stage2,tight_T_seed3102,V20-control,F3,normalized-start-coupled,900,882.0,18.0,882.3770435,882.3806408,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.5523927622828233,0.6007044366851081,0.5523927622828233,0.6007044366851081,0.08042503343055876,,,False,,,0.04831167440228479,0.04831167440228479,False,0.08042503343055876,13382,6935,0,4052973,302.86750859363326,15.165852396748125,5.2738659,127,10049,376.0684001,cover=37|gub_cover=3|flow_cover=103|clique=0|fractional=2|mir=72|flow_path=0|disjunctive=0|implied_bound=444|zero_half=23|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13163,3312,71847,0.0174368,861.9999699,results/gf_global_gini_tree_strict_flow_round/runs/stage2__tight_T_seed3102__f3__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.4476,0.4597,0.34,5.27,769.95,11173,3074,56271,3876,396,877.1070435
stage2__tight_T_seed3102__plain__900s,stage2,tight_T_seed3102,V20-control,plain,plain,900,882.0,18.0,882.063152,882.0649701,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.6072041203445373,0.3232145467979908,0.6072041203463293,0.3232145467979908,0.6072041203463293,0.46770034002134275,0.2839895735465465,0.2839895735465465,False,0.2839895735465465,0.46770033994274657,0.28398957354833854,0.28398957354833854,False,0.46770034002134275,160800,80675,112,0,0.0,182.29987233385756,-1,0,0,,,0,0,0,882.063152,882.063152,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0893,0.1224,0.06,0.97,172.17,4908,2076,22745,246,24,881.0931519999999
stage2__V12_M1__f0__900s,stage2,V12_M1,V12-control,F0,round20-current,900,882.0,18.0,123.0761028,123.0811197,optimal,101,integer optimal solution,native_exact_optimal,True,none,0.3572005832084155,0.3572005832084155,0.3572005832084155,0.3572005832084155,0.3572005832084155,0,0,0,False,0,0,0,0,False,0,14732,0,2,913176,61.98588107521043,119.69829775922999,1.8357574,223,7438,53.3456661,cover=9|gub_cover=0|flow_cover=45|clique=59|fractional=7|mir=11|flow_path=0|disjunctive=0|implied_bound=470|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,6225,646,59207,0.0069369,109.8844347,results/gf_global_gini_tree_strict_flow_round/runs/stage2__V12_M1__f0__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1965,0.2415,0.09,1.83,70.75,5344,620,55439,1690,4,121.2461028
stage2__V12_M1__f3__900s,stage2,V12_M1,V12-control,F3,normalized-start-coupled,900,882.0,18.0,129.3836155,129.3862353,global_gini_tree_not_certified,101,integer optimal solution,certificate_rejected,False,exact_status_native_bound_not_equal_verified_upper_bound,0.3572005832084154,0.3572005832084154,0.3572005832084155,0.3572005832084154,0.3572005832084155,3.1081220939031215e-16,0,0,False,0,0,1.1102230246251565e-16,1.1102230246251565e-16,False,3.1081220939031215e-16,12600,0,1,951283,75.4986507936508,97.38481917751017,1.9938066,222,6281,47.681938099999996,cover=7|gub_cover=0|flow_cover=23|clique=57|fractional=4|mir=21|flow_path=0|disjunctive=0|implied_bound=349|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=3|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,6381,634,59771,0.0061591,116.1363126,results/gf_global_gini_tree_strict_flow_round/runs/stage2__V12_M1__f3__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1965,0.2417,0.09,1.98,71.45,5500,608,55991,1690,4,127.40361549999999
stage2__V12_M1__plain__900s,stage2,V12_M1,V12-control,plain,plain,900,882.0,18.0,618.7442733,618.745943,optimal,101,integer optimal solution,native_exact_optimal,True,none,0.3572005832084155,0.3572005832084155,0.3572005832084155,0.3572005832084155,0.3572005832084155,0,0,0,False,0,0,0,0,False,0,1302695,0,32,0,0.0,2105.385142479346,-1,0,0,,,0,0,0,618.7442733,618.7442733,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1844,0.228,0.0,0.2,121.14,930,464,3754,64,2,618.5442733
stage2__V12_M2__f0__900s,stage2,V12_M2,V12-control,F0,round20-current,900,882.0,18.0,279.9728095,279.976772,global_gini_tree_not_certified,101,integer optimal solution,certificate_rejected,False,exact_status_native_bound_not_equal_verified_upper_bound,0.7185040707549651,0.7185040707549651,0.7185040707549709,0.7185040707549651,0.7185040707549709,8.034971495686369e-15,0,0,False,0,0,5.773159728050814e-15,5.773159728050814e-15,False,8.034971495686369e-15,24962,0,1,2198846,88.08773335469914,89.15865810176113,3.3958501,140,12580,133.2424939,cover=21|gub_cover=4|flow_cover=116|clique=18|fractional=2|mir=27|flow_path=0|disjunctive=0|implied_bound=366|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11351,1032,113440,0.0065116,265.6439059,results/gf_global_gini_tree_strict_flow_round/runs/stage2__V12_M2__f0__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.3422,0.3788,0.23,3.39,137.22,10070,1005,107234,2472,12,276.5828095
stage2__V12_M2__f3__900s,stage2,V12_M2,V12-control,F3,normalized-start-coupled,900,882.0,18.0,705.4450913,705.4478215,global_gini_tree_not_certified,101,integer optimal solution,certificate_rejected,False,exact_status_native_bound_not_equal_verified_upper_bound,0.7185040707549712,0.7185040707549712,0.7185040707549709,0.7185040707549712,0.7185040707549709,0,0,0,False,0,0,0,-3.3306690738754696e-16,True,0,73175,0,1,4650388,63.55159549026307,103.72883857644047,3.553023,140,37157,435.4589506,cover=24|gub_cover=2|flow_cover=46|clique=13|fractional=3|mir=29|flow_path=0|disjunctive=0|implied_bound=357|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11663,1008,114568,0.006785,691.0976766,results/gf_global_gini_tree_strict_flow_round/runs/stage2__V12_M2__f3__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.3423,0.3782,0.22,3.55,433.0,10382,981,108338,2472,12,701.8950913
stage2__V12_M2__plain__900s,stage2,V12_M2,V12-control,plain,plain,900,882.0,18.0,882.2007429,882.2023836,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.7185040673277909,0.5866640018892041,0.7185040707549709,0.5866640018892041,0.7185040707549709,0.18349244525119443,0.13184006543858684,0.13184006543858684,False,0.13184006543858684,0.1834924413310112,0.13184006886576682,0.13184006886576682,False,0.18349244525119443,1107900,709204,41,0,0.0,1255.8366209918095,-1,0,0,,,0,0,0,882.2007429,882.2007429,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.2949,0.305,0.02,0.25,628.88,1463,691,6309,98,14,881.9507429
stage3__high_imbalance_seed3202__f0__1800s,stage3,high_imbalance_seed3202,V20-control,F0,round20-current,1800,1770.0,30.0,1770.3572322,1770.3599186,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,1.7307308110407786,1.7493134520506337,1.7307308110407786,1.7493134520506337,0.010622819477019147,,,False,,,0.018582641009855072,0.018582641009855072,False,0.010622819477019147,11729,3474,0,7034476,599.7507033847728,6.62521653069111,7.1555274,120,7485,739.1317664000001,cover=51|gub_cover=5|flow_cover=381|clique=1|fractional=0|mir=47|flow_path=0|disjunctive=0|implied_bound=1054|zero_half=41|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11895,3370,66704,0.0122446,1750.1383636,results/gf_global_gini_tree_strict_flow_round/runs/stage3__high_imbalance_seed3202__f0__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,1.3017,1.4488,0.28,7.14,403.1,9441,3310,48232,4746,66,1763.2172322
stage3__high_imbalance_seed3202__f3__1800s,stage3,high_imbalance_seed3202,V20-control,F3,normalized-start-coupled,1800,1770.0,30.0,1770.2548685,1770.258461,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,1.721594197310447,1.7493134520506337,1.721594197310447,1.7493134520506337,0.015845790648721565,,,False,,,0.02771925474018677,0.02771925474018677,False,0.015845790648721565,12060,4256,0,6037348,500.6092868988391,6.812578355013291,6.0651229,116,8056,1330.1908657000001,cover=54|gub_cover=5|flow_cover=133|clique=1|fractional=0|mir=56|flow_path=0|disjunctive=0|implied_bound=904|zero_half=31|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13155,3310,71444,0.0124291,1750.0037583,results/gf_global_gini_tree_strict_flow_round/runs/stage3__high_imbalance_seed3202__f3__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,1.3018,1.4313,0.42,6.06,472.63,10585,3250,51478,5026,66,1764.1948685
stage3__high_imbalance_seed3202__plain__1800s,stage3,high_imbalance_seed3202,V20-control,plain,plain,1800,1770.0,30.0,1771.9118311,1771.9228056,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,1.7704460143620366,1.1257119472023058,1.7704460143620369,1.1257119472023058,1.7704460143620369,0.36416477087105914,0.6447340671597308,0.6447340671597308,False,0.3641647708710591,0.36416477085049,0.644734067159731,0.644734067159731,False,0.36416477087105914,104300,31251,80,0,0.0,58.862973974980875,-1,0,0,,,0,0,0,1771.9118311,1771.9118311,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.8661,0.9396,0.09,1.69,1434.69,4888,2065,22702,234,34,1770.2218311
stage3__moderate_seed3301__f0__1800s,stage3,moderate_seed3301,V20-primary-regression,F0,round20-current,1800,1770.0,30.0,1771.1164602,1771.1197547,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.0461521427018867,0.04915255266474515,0.0461521427018867,0.04915255266474515,0.061042810600770755,,,False,,,0.0030004099628584482,0.0030004099628584482,False,0.061042810600770755,10541,5129,0,3681519,349.2570913575562,5.951613141695763,6.3972624,151,7685,605.481334,cover=84|gub_cover=1|flow_cover=143|clique=0|fractional=2|mir=36|flow_path=0|disjunctive=0|implied_bound=2088|zero_half=11|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11925,3378,67136,0.0174635,1750.6050702,results/gf_global_gini_tree_strict_flow_round/runs/stage3__moderate_seed3301__f0__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0328,0.0345,0.28,6.39,1327.31,10695,3283,60749,2258,102,1764.7264601999998
stage3__moderate_seed3301__f3__1800s,stage3,moderate_seed3301,V20-primary-regression,F3,normalized-start-coupled,1800,1770.0,30.0,1770.8917537,1770.8954218,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.04693616279343923,0.04915255266474515,0.04693616279343923,0.04915255266474515,0.04509206035387937,,,False,,,0.0022163898713059224,0.0022163898713059224,False,0.04509206035387937,12316,4964,0,1975061,160.36545956479375,6.95468820963656,5.0929704,173,8467,1381.2915830000002,cover=45|gub_cover=1|flow_cover=35|clique=0|fractional=6|mir=36|flow_path=0|disjunctive=0|implied_bound=1270|zero_half=9|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13185,3318,71876,0.0166084,1750.2063748,results/gf_global_gini_tree_strict_flow_round/runs/stage3__moderate_seed3301__f3__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0328,0.0347,0.45,5.08,1351.3,11889,3223,64100,2390,102,1765.8117537
stage3__moderate_seed3301__plain__1800s,stage3,moderate_seed3301,V20-primary-regression,plain,plain,1800,1770.0,30.0,1800.5962741,1800.5985921,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.05853694752040439,0.040714606912686906,0.05853694752040434,0.040714606912686906,0.05853694752040434,0.30446310172741864,0.017822340607717486,0.017822340607717486,False,0.017822340607717486,0.304463101207298,0.01782234060771743,0.01782234060771743,False,0.30446310172741864,173464,78888,82,0,0.0,96.33697597575186,-1,0,0,,,0,0,0,1800.5962741,1800.5962741,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0195,0.0244,0.05,0.73,5954.88,4922,2087,22914,222,18,1799.8662741
stage3__moderate_seed3302__f0__1800s,stage3,moderate_seed3302,V20-control,F0,round20-current,1800,1770.0,30.0,1771.2257029,1771.2301703,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.14332567877222702,0.19563620654901237,0.14332567877222702,0.19563620654901237,0.2673867414398065,,,False,,,0.052310527776785354,0.052310527776785354,False,0.2673867414398065,12604,8680,0,6716079,532.8529831799428,7.115976230112102,6.307491,151,10498,1650.4303536999998,cover=13|gub_cover=15|flow_cover=210|clique=0|fractional=8|mir=44|flow_path=0|disjunctive=0|implied_bound=496|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11903,3372,67088,0.019017,1750.708346,results/gf_global_gini_tree_strict_flow_round/runs/stage3__moderate_seed3302__f0__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1018,0.112,0.36,6.3,966.36,10711,3316,63178,2184,32,1764.9257029
stage3__moderate_seed3302__f3__1800s,stage3,moderate_seed3302,V20-control,F3,normalized-start-coupled,1800,1770.0,30.0,1772.0050599,1772.0093371,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.14595585402289274,0.19563620654901237,0.14595585402289274,0.19563620654901237,0.2539425262964977,,,False,,,0.04968035252611963,0.04968035252611963,False,0.2539425262964977,19965,12797,0,6141044,307.59048334585526,11.266897850239033,7.4207955,204,16220,1500.2379580000002,cover=22|gub_cover=9|flow_cover=103|clique=0|fractional=4|mir=43|flow_path=0|disjunctive=0|implied_bound=453|zero_half=13|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13163,3312,71828,0.0174512,1751.2412328,results/gf_global_gini_tree_strict_flow_round/runs/stage3__moderate_seed3302__f3__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1018,0.1094,0.59,7.39,1441.65,11971,3256,67858,2184,32,1764.6150599
stage3__moderate_seed3302__plain__1800s,stage3,moderate_seed3302,V20-control,plain,plain,1800,1770.0,30.0,1802.365309,1802.3675476,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.24156036798167668,0.12283360303036238,0.24156036798167674,0.12283360303036238,0.24156036798167674,0.49149935456432253,0.1187267649513143,0.1187267649513143,False,0.1187267649513143,0.49149935436085385,0.11872676495131436,0.11872676495131436,False,0.49149935456432253,220600,157131,60,0,0.0,122.39472147985067,-1,0,0,,,0,0,0,1802.365309,1802.365309,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0957,0.1091,0.06,0.86,5365.92,4916,2087,23046,180,0,1801.5053090000001
stage3__tight_T_seed3101__f0__1800s,stage3,tight_T_seed3101,V20-control,F0,round20-current,1800,1770.0,30.0,1770.3554128,1770.3587326,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.04626175555888584,0.10725273413394144,0.04626175555888584,0.10725273413394144,0.5686659558616721,,,False,,,0.0609909785750556,0.0609909785750556,False,0.5686659558616721,26879,6227,0,10830184,402.9236206704118,15.18282702199785,4.7860543,171,16383,1258.8837806,cover=24|gub_cover=5|flow_cover=302|clique=0|fractional=5|mir=46|flow_path=0|disjunctive=0|implied_bound=784|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11939,3382,67170,0.0179571,1749.9972745,results/gf_global_gini_tree_strict_flow_round/runs/stage3__tight_T_seed3101__f0__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.0146,0.39,4.77,737.62,10151,3266,59535,3376,152,1765.5854128
stage3__tight_T_seed3101__f3__1800s,stage3,tight_T_seed3101,V20-control,F3,normalized-start-coupled,1800,1770.0,30.0,1770.2625761,1770.2664092,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.04575592170701817,0.10725273413394144,0.04575592170701817,0.10725273413394144,0.573382235180351,,,False,,,0.06149681242692327,0.06149681242692327,False,0.573382235180351,18006,3856,0,9238937,513.1032433633234,10.171372452367125,6.9041912,192,10739,831.4926615999999,cover=20|gub_cover=7|flow_cover=154|clique=0|fractional=1|mir=54|flow_path=0|disjunctive=0|implied_bound=660|zero_half=37|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13199,3322,71910,0.0184316,1750.0163496,results/gf_global_gini_tree_strict_flow_round/runs/stage3__tight_T_seed3101__f3__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.0143,0.73,6.89,435.18,11391,3204,64052,3416,156,1763.3725760999998
stage3__tight_T_seed3101__plain__1800s,stage3,tight_T_seed3101,V20-control,plain,plain,1800,1770.0,30.0,1770.2149131,1770.2167602,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.15724572678152865,0.01619799944130609,0.15724572685216998,0.01619799944130609,0.15724572685216998,0.8969892551895279,0.14104772734022256,0.14104772734022256,False,0.14104772734022256,0.8969892545728131,0.14104772741086388,0.14104772741086388,False,0.8969892551895279,518100,354946,69,0,0.0,292.6763276966769,-1,0,0,,,0,0,0,1770.2149131,1770.2149131,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0005,0.0048,0.06,0.95,788.75,4927,2091,22930,196,20,1769.2649131
stage3__tight_T_seed3102__f0__1800s,stage3,tight_T_seed3102,V20-control,F0,round20-current,1800,1770.0,30.0,1770.4246747,1770.4274806,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.5620700713857018,0.6007044366851081,0.5620700713857018,0.6007044366851081,0.06431509897380472,,,False,,,0.03863436529940634,0.03863436529940634,False,0.06431509897380472,17707,7162,0,8846403,499.5991980572655,10.00155513704669,4.9435577,127,12314,1612.5306306,cover=46|gub_cover=3|flow_cover=278|clique=0|fractional=2|mir=82|flow_path=0|disjunctive=0|implied_bound=727|zero_half=23|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11903,3372,67107,0.0182963,1750.0144659,results/gf_global_gini_tree_strict_flow_round/runs/stage3__tight_T_seed3102__f0__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.4475,0.4611,0.27,4.94,794.71,10104,3134,53176,3410,396,1765.4846747
stage3__tight_T_seed3102__f3__1800s,stage3,tight_T_seed3102,V20-control,F3,normalized-start-coupled,1800,1770.0,30.0,1770.878353,1770.881234,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.5575527917961439,0.6007044366851081,0.5575527917961439,0.6007044366851081,0.07183506938468719,,,False,,,0.04315164488896417,0.04315164488896417,False,0.07183506938468719,25860,11632,0,8042337,310.99524361948954,14.602922869428738,5.2890671,130,18640,1000.9744493000001,cover=53|gub_cover=3|flow_cover=110|clique=0|fractional=2|mir=75|flow_path=0|disjunctive=0|implied_bound=571|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13163,3312,71847,0.0174246,1749.9968934,results/gf_global_gini_tree_strict_flow_round/runs/stage3__tight_T_seed3102__f3__1800s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.4476,0.4597,0.34,5.28,1302.05,11173,3074,56271,3876,396,1765.598353
stage3__tight_T_seed3102__plain__1800s,stage3,tight_T_seed3102,V20-control,plain,plain,1800,1770.0,30.0,1770.1043635,1770.1061853,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.6007044366816324,0.3298305812746467,0.6007044366851081,0.3298305812746467,0.6007044366851081,0.4509270098040822,0.2708738554069857,0.2708738554069857,False,0.2708738554069857,0.4509270097258389,0.2708738554104614,0.2708738554104614,False,0.4509270098040822,295900,150526,115,0,0.0,167.16528477163996,-1,0,0,,,0,0,0,1770.1043635,1770.1043635,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0893,0.1224,0.05,0.94,321.76,4908,2076,22745,246,24,1769.1643635
